t	t_ros	pos_x	pos_y	pos_z	var_pos_x	var_pos_y	var_pos_z	ori_x	ori_y	ori_z	var_ori_x	var_ori_y	var_ori_z
 1687176756.834920	1687187328.416769	18.762767	-31.269235	-0.851734	0.240139	0.240125	0.214296	0.003643	-0.018174	-2.726667	0.221257	0.221253	0.220639	
 1687176757.152298	1687187328.734192	18.672980	-31.251427	-0.852834	0.235778	0.235749	0.211603	-0.003508	-0.010415	-2.752225	0.219989	0.223084	0.217892	
 1687176757.458449	1687187329.044201	18.600294	-31.215647	-0.847165	0.242891	0.242921	0.216584	0.000870	-0.007034	-2.754962	0.223314	0.220915	0.222944	
 1687176757.761867	1687187329.361737	18.523527	-31.183231	-0.842558	0.236726	0.236697	0.212787	0.004684	-0.011850	-2.731814	0.219102	0.215678	0.218926	
 1687176758.067568	1687187329.664853	18.438325	-31.148483	-0.846121	0.234017	0.234009	0.210627	0.010722	-0.011138	-2.737718	0.219095	0.216825	0.216830	
 1687176758.373332	1687187329.943594	18.344757	-31.099998	-0.841286	0.236409	0.236401	0.212305	0.004076	-0.001930	-2.738419	0.226172	0.218787	0.218679	
 1687176758.678119	1687187330.248220	18.244510	-31.053352	-0.848605	0.235066	0.235050	0.211460	0.001510	-0.001542	-2.736518	0.219062	0.213317	0.217831	
 1687176758.983594	1687187330.579372	18.147120	-31.003275	-0.856564	0.237743	0.237737	0.213016	-0.005741	-0.003454	-2.739660	0.219906	0.214751	0.219381	
 1687176759.286903	1687187330.866305	18.063748	-30.969886	-0.859256	0.235261	0.235268	0.211502	-0.002810	-0.005107	-2.729292	0.219455	0.213284	0.217743	
 1687176759.591267	1687187331.187040	17.975770	-30.936030	-0.864580	0.235884	0.235920	0.211895	0.011024	-0.008809	-2.737753	0.218895	0.214046	0.218105	
 1687176759.895887	1687187331.476620	17.879386	-30.900229	-0.865910	0.235512	0.235512	0.211535	0.019575	-0.003430	-2.737041	0.225154	0.216248	0.217831	
 1687176760.204337	1687187331.813159	17.785919	-30.858750	-0.860273	0.233578	0.233576	0.210450	0.006715	0.000660	-2.740810	0.235623	0.213316	0.216737	
 1687176760.507659	1687187332.120216	17.692013	-30.813075	-0.850650	0.237066	0.237066	0.213130	-0.012168	-0.000898	-2.731276	0.221894	0.214792	0.219472	
 1687176760.811838	1687187332.397058	17.615243	-30.778027	-0.865201	0.233942	0.233947	0.210684	-0.002158	-0.010756	-2.732805	0.224254	0.212340	0.216920	
 1687176761.125497	1687187332.717515	17.536191	-30.752009	-0.875729	0.240981	0.241014	0.214864	0.004029	-0.013413	-2.727385	0.221841	0.219344	0.221206	
 1687176761.430408	1687187333.011544	17.451474	-30.725394	-0.876284	0.234598	0.234621	0.211020	0.002214	-0.005787	-2.734535	0.219523	0.217876	0.217246	
 1687176761.736629	1687187333.342037	17.344689	-30.669335	-0.866482	0.237791	0.237798	0.213171	0.000319	-0.000850	-2.734931	0.220462	0.215848	0.219521	
 1687176762.040738	1687187333.619059	17.249336	-30.614786	-0.859561	0.235685	0.235693	0.212026	-0.004518	0.001030	-2.719684	0.218835	0.213625	0.218258	
 1687176762.345015	1687187333.957684	17.164806	-30.564508	-0.862002	0.231571	0.231576	0.209347	-0.005874	0.000362	-2.724694	0.217476	0.211042	0.215536	
 1687176762.654915	1687187334.248333	17.080470	-30.523196	-0.875151	0.235050	0.235067	0.211442	-0.000346	-0.005203	-2.729475	0.220116	0.213037	0.217564	
 1687176762.966138	1687187334.575928	16.990809	-30.493049	-0.893334	0.243226	0.243245	0.216225	0.006191	-0.012340	-2.734731	0.223706	0.218486	0.222568	
 1687176763.269654	1687187334.855626	16.905171	-30.459769	-0.888068	0.235475	0.235465	0.211429	0.005855	-0.006447	-2.738844	0.220961	0.217119	0.217611	
 1687176763.577479	1687187335.173106	16.836885	-30.410611	-0.865651	0.236699	0.236722	0.212676	-0.004065	0.008997	-2.744403	0.221704	0.215689	0.218880	
 1687176763.885281	1687187335.499844	16.764809	-30.349974	-0.856198	0.234260	0.234212	0.211317	0.000297	0.006383	-2.734006	0.219342	0.215113	0.217360	
 1687176764.191056	1687187335.786725	16.679343	-30.297156	-0.864763	0.238415	0.238383	0.213453	0.001618	-0.004096	-2.729261	0.220853	0.216089	0.219692	
 1687176764.499144	1687187336.100788	16.577820	-30.265678	-0.869024	0.236589	0.236582	0.211998	-0.005417	-0.001398	-2.727386	0.219632	0.214072	0.218291	
 1687176764.814255	1687187336.385948	16.479188	-30.250679	-0.852186	0.236793	0.236767	0.212580	-0.011171	0.003482	-2.741324	0.221205	0.214205	0.218782	
 1687176765.121205	1687187336.701950	16.381395	-30.229358	-0.845756	0.241066	0.241077	0.215363	-0.002687	0.000469	-2.740176	0.228439	0.217725	0.221713	
 1687176765.425442	1687187337.021280	16.292816	-30.195221	-0.844460	0.233634	0.233622	0.210616	-0.002295	0.002234	-2.730373	0.218352	0.212248	0.216777	
 1687176765.730124	1687187337.328963	16.204419	-30.138945	-0.852894	0.234741	0.234721	0.211434	-0.000151	0.002528	-2.729876	0.219137	0.213121	0.217481	
 1687176766.037737	1687187337.639344	16.118439	-30.090300	-0.872776	0.235058	0.235015	0.211391	0.001759	-0.001693	-2.729425	0.218889	0.213097	0.217444	
 1687176766.341740	1687187337.943537	16.026977	-30.059773	-0.885169	0.237770	0.237765	0.212870	0.006222	-0.010740	-2.733051	0.220852	0.214636	0.219136	
 1687176766.646311	1687187338.233881	15.935192	-30.045737	-0.887883	0.235205	0.235201	0.211212	0.008538	-0.008106	-2.728250	0.221331	0.215989	0.217409	
 1687176766.952964	1687187338.533865	15.844515	-30.029452	-0.870783	0.230581	0.230581	0.208430	-0.000606	-0.003748	-2.734978	0.219918	0.212049	0.214529	
 1687176767.256559	1687187338.852377	15.752198	-29.990690	-0.856500	0.234599	0.234591	0.211173	0.000983	-0.006950	-2.731422	0.219038	0.213076	0.217289	
 1687176767.559295	1687187339.163690	15.671897	-29.948315	-0.849749	0.236188	0.236168	0.212179	0.001874	-0.007456	-2.717921	0.220196	0.214903	0.218227	
 1687176767.865342	1687187339.472688	15.591473	-29.898245	-0.839923	0.234975	0.234963	0.211650	-0.006606	0.000915	-2.718369	0.220340	0.214630	0.217782	
 1687176768.172958	1687187339.753265	15.506413	-29.839069	-0.853118	0.234342	0.234308	0.211168	-0.004060	-0.005027	-2.731150	0.221382	0.212924	0.217281	
 1687176768.477391	1687187340.051932	15.406012	-29.793726	-0.871207	0.236420	0.236394	0.212038	0.000127	-0.015290	-2.727862	0.220656	0.214038	0.218200	
 1687176768.781389	1687187340.379551	15.305817	-29.776192	-0.874006	0.238715	0.238690	0.213338	0.003732	-0.013193	-2.734664	0.221887	0.219950	0.219485	
 1687176769.088444	1687187340.672414	15.213571	-29.752495	-0.860381	0.234470	0.234444	0.211026	-0.001560	-0.004442	-2.742906	0.220347	0.216235	0.217040	
 1687176769.392717	1687187340.974669	15.136497	-29.716938	-0.847351	0.237484	0.237525	0.213285	0.001999	-0.000707	-2.736217	0.221886	0.215107	0.219269	
 1687176769.701181	1687187341.298277	15.058295	-29.670132	-0.841448	0.231381	0.231331	0.209315	0.005290	-0.005394	-2.727131	0.218327	0.210702	0.214938	
 1687176770.004687	1687187341.610336	14.960270	-29.620484	-0.839304	0.239838	0.239802	0.214788	-0.016722	0.001693	-2.703151	0.225502	0.216991	0.220678	
 1687176770.308885	1687187341.904219	14.877155	-29.572321	-0.856341	0.234182	0.234178	0.210724	0.003447	-0.005753	-2.732852	0.229230	0.212713	0.216362	
 1687176770.613223	1687187342.224754	14.790203	-29.536114	-0.867507	0.237206	0.237164	0.212594	0.004242	-0.012923	-2.723558	0.222928	0.214848	0.218419	
 1687176770.924949	1687187342.533082	14.698536	-29.503107	-0.865409	0.235494	0.235498	0.211370	0.012239	0.002203	-2.702763	0.222932	0.216251	0.217312	
 1687176771.234742	1687187342.831619	14.597162	-29.444246	-0.853414	0.238732	0.238736	0.213985	-0.009319	0.001549	-2.717778	0.229392	0.215671	0.219907	
 1687176771.540074	1687187343.149134	14.500269	-29.393543	-0.867612	0.238478	0.238401	0.214169	0.000589	-0.007677	-2.724318	0.227758	0.215907	0.219861	
 1687176771.845646	1687187343.442439	14.387723	-29.359116	-0.876024	0.235759	0.235732	0.211649	0.007343	-0.016610	-2.708639	0.221760	0.214547	0.217524	
 1687176772.154765	1687187343.751576	14.283233	-29.318155	-0.871421	0.237358	0.237340	0.212466	0.012089	-0.007977	-2.720510	0.226907	0.221564	0.218402	
 1687176772.459795	1687187344.036977	14.194116	-29.273145	-0.845771	0.236793	0.236777	0.212765	-0.012913	-0.000665	-2.711559	0.230652	0.217031	0.218655	
 1687176772.764705	1687187344.340486	14.117810	-29.208919	-0.830793	0.234885	0.234863	0.211775	-0.015547	-0.008669	-2.722206	0.228728	0.213379	0.217551	
 1687176773.071907	1687187344.659170	14.028175	-29.184906	-0.858960	0.237724	0.237686	0.213080	0.046513	-0.001087	-2.671109	0.232592	0.215210	0.218679	
 1687176773.377560	1687187344.982722	13.936909	-29.148086	-0.850582	0.228045	0.228037	0.206482	0.015356	0.011748	-2.678084	0.317404	0.211331	0.212117	
 1687176773.687391	1687187345.302412	13.851374	-29.085036	-0.832326	0.235455	0.235278	0.212141	-0.005126	0.004522	-2.709846	0.229454	0.214956	0.217775	
 1687176773.992927	1687187345.605565	13.756581	-29.038345	-0.831298	0.238872	0.238722	0.214060	0.001943	-0.011947	-2.699904	0.224318	0.215956	0.219578	
 1687176774.301319	1687187345.902825	13.677340	-29.022185	-0.820974	0.232821	0.232819	0.209724	0.002333	-0.009274	-2.700648	0.219464	0.215185	0.215390	
 1687176774.612803	1687187346.200343	13.612715	-28.993346	-0.807383	0.239852	0.239863	0.214654	-0.008301	0.005986	-2.715695	0.224583	0.218653	0.220621	
 1687176774.920569	1687187346.536139	13.551414	-28.951181	-0.804079	0.236359	0.236275	0.212672	-0.003808	0.004678	-2.729306	0.225107	0.215501	0.218345	
 1687176775.230038	1687187346.804081	13.473289	-28.903349	-0.810269	0.237305	0.237180	0.212994	0.008622	-0.013097	-2.747520	0.222478	0.215144	0.218648	
 1687176775.533025	1687187347.125063	13.374509	-28.864355	-0.813940	0.239104	0.239100	0.213944	0.008620	-0.004118	-2.716077	0.227106	0.221085	0.219742	
 1687176775.837759	1687187347.416864	13.291135	-28.841414	-0.812354	0.235183	0.235266	0.211686	-0.014048	-0.012467	-2.719885	0.223953	0.214066	0.217611	
 1687176776.143507	1687187347.736447	13.211201	-28.829516	-0.821997	0.236430	0.236337	0.212300	0.016500	-0.009056	-2.708223	0.226370	0.215439	0.217951	
 1687176776.449348	1687187348.043293	13.114573	-28.807725	-0.825772	0.237881	0.237909	0.213162	0.011620	-0.007957	-2.716431	0.234203	0.217813	0.218820	
 1687176776.752766	1687187348.331894	13.012755	-28.753395	-0.822019	0.234946	0.234913	0.211509	0.012270	-0.011319	-2.706692	0.226289	0.215007	0.216987	
 1687176777.058401	1687187348.645236	12.923404	-28.708621	-0.819238	0.234349	0.234305	0.211402	0.006717	-0.012472	-2.693491	0.228542	0.217201	0.216551	
 1687176777.369296	1687187348.955291	12.836377	-28.656921	-0.818499	0.237421	0.237340	0.213406	-0.002026	-0.009336	-2.706685	0.225823	0.219469	0.219073	
 1687176777.675461	1687187349.271907	12.743633	-28.614977	-0.835658	0.236841	0.236784	0.212884	0.001621	-0.018452	-2.713175	0.222079	0.216518	0.218460	
 1687176777.979995	1687187349.577566	12.608974	-28.574003	-0.856870	0.227309	0.227297	0.205788	0.025281	-0.027764	-2.713254	0.215011	0.216426	0.211353	
 1687176778.284587	1687187349.874480	12.487138	-28.534334	-0.844433	0.235631	0.235682	0.211322	0.013648	-0.016941	-2.692134	0.265465	0.245494	0.216816	
 1687176778.590462	1687187350.197657	12.389298	-28.486202	-0.820645	0.235166	0.235142	0.211511	0.002702	-0.014711	-2.689554	0.235248	0.226377	0.217057	
 1687176778.894681	1687187350.497812	12.304837	-28.431691	-0.810233	0.234726	0.234651	0.211575	0.005606	-0.015026	-2.696371	0.221287	0.221423	0.217103	
 1687176779.204673	1687187350.810341	12.226458	-28.380762	-0.814150	0.240675	0.240637	0.215246	0.004472	-0.013977	-2.705568	0.227426	0.226670	0.220970	
 1687176779.511189	1687187351.101016	12.144146	-28.315078	-0.827787	0.233569	0.233541	0.210486	0.003910	-0.009952	-2.715416	0.220631	0.220090	0.216214	
 1687176779.815891	1687187351.400536	12.069406	-28.278936	-0.839959	0.236004	0.235986	0.211845	0.009588	-0.009367	-2.714788	0.220963	0.218099	0.217447	
 1687176780.127634	1687187351.712143	11.990731	-28.233902	-0.835813	0.237501	0.237491	0.212822	0.008157	-0.004845	-2.728867	0.229160	0.220062	0.218663	
 1687176780.433402	1687187352.011743	11.915028	-28.196398	-0.831147	0.235160	0.235124	0.211628	0.020534	0.011481	-2.708951	0.224506	0.214920	0.217456	
 1687176780.745503	1687187352.335709	11.826622	-28.135134	-0.826186	0.239690	0.239615	0.214621	-0.006716	0.005625	-2.700434	0.247024	0.218766	0.220493	
 1687176781.055642	1687187352.652361	11.750215	-28.101645	-0.826050	0.240387	0.240336	0.215161	-0.009525	0.004735	-2.679424	0.226049	0.218425	0.220634	
 1687176781.362358	1687187352.950349	11.676083	-28.063404	-0.815969	0.237571	0.237536	0.213045	-0.014681	0.006600	-2.698851	0.227985	0.216499	0.218700	
 1687176781.665424	1687187353.261673	11.600499	-28.022455	-0.810867	0.233252	0.233176	0.210565	-0.012292	0.002039	-2.707947	0.234896	0.215716	0.216289	
 1687176781.969103	1687187353.555270	11.506061	-27.970527	-0.818192	0.233879	0.233840	0.210821	-0.002127	-0.002590	-2.704535	0.228702	0.212984	0.216513	
 1687176782.276334	1687187353.869973	11.420940	-27.942294	-0.825023	0.230788	0.230784	0.208714	0.000910	0.000614	-2.695796	0.214934	0.210102	0.214084	
 1687176782.584373	1687187354.189844	11.333174	-27.907599	-0.820525	0.235557	0.235518	0.211649	-0.008741	0.005306	-2.704489	0.218339	0.213236	0.217384	
 1687176782.896110	1687187354.484959	11.250667	-27.871785	-0.816802	0.238581	0.238503	0.213939	-0.013157	-0.002745	-2.704757	0.226458	0.217357	0.219838	
 1687176783.199661	1687187354.793527	11.162108	-27.845228	-0.817850	0.230349	0.230208	0.208467	0.002425	-0.016125	-2.702391	0.224277	0.209914	0.214134	
 1687176783.504850	1687187355.079811	11.054928	-27.811407	-0.824554	0.232069	0.232036	0.209312	0.015335	-0.016102	-2.705388	0.217058	0.219388	0.215029	
 1687176783.812036	1687187355.393660	10.964667	-27.772901	-0.817082	0.231783	0.231800	0.209481	0.010884	-0.003686	-2.687178	0.232443	0.222508	0.214836	
 1687176784.016170	1687187355.597412	10.885751	-27.724138	-0.809628	0.015216	0.015048	0.099559	0.005930	0.000659	-2.708529	0.023348	0.018644	0.001398	
 1687176784.326378	1687187355.916700	10.802557	-27.679639	-0.824085	0.008965	0.005236	0.005653	-0.002970	-0.009958	-2.711519	0.256452	0.248362	0.220620	
 1687176784.629649	1687187356.224799	10.710875	-27.652133	-0.846717	0.233012	0.232985	0.210021	0.011128	-0.021086	-2.703615	0.216759	0.214986	0.215721	
 1687176784.936385	1687187356.524240	10.611479	-27.639722	-0.863655	0.234410	0.234433	0.210848	0.004991	-0.017767	-2.708470	0.230512	0.234933	0.216604	
 1687176785.244589	1687187356.838134	10.521986	-27.604301	-0.855420	0.231852	0.231868	0.209388	0.004467	-0.015752	-2.701513	0.219515	0.227183	0.215185	
 1687176785.550446	1687187357.134993	10.444728	-27.585660	-0.840818	0.238241	0.238197	0.213856	0.006355	-0.021172	-2.685272	0.223445	0.230033	0.219462	
 1687176785.853620	1687187357.448557	10.360197	-27.564428	-0.828838	0.236961	0.236926	0.212848	0.005744	-0.015656	-2.699089	0.226568	0.242944	0.218526	
 1687176786.157854	1687187357.748641	10.282356	-27.534917	-0.816358	0.233604	0.233573	0.210750	0.000763	-0.016541	-2.708293	0.222304	0.228363	0.216696	
 1687176786.463183	1687187358.058514	10.186536	-27.488060	-0.819036	0.233267	0.233181	0.210561	0.010340	-0.024188	-2.699675	0.216961	0.227377	0.216519	
 1687176786.766676	1687187358.372171	10.082690	-27.490995	-0.841941	0.238056	0.238080	0.213102	0.045923	-0.014883	-2.665410	0.233927	0.251403	0.219063	
 1687176787.074311	1687187358.680421	9.982300	-27.461514	-0.838852	0.235027	0.235019	0.211094	0.019214	-0.006656	-2.688192	0.400674	0.238905	0.217062	
 1687176787.379743	1687187358.972894	9.881266	-27.414533	-0.829581	0.236511	0.236289	0.212590	0.009946	-0.007457	-2.683500	0.248155	0.218318	0.218395	
 1687176787.684425	1687187359.263653	9.787288	-27.366991	-0.818290	0.236405	0.236338	0.212516	0.010445	-0.014424	-2.686322	0.227455	0.218091	0.218299	
 1687176787.990867	1687187359.577559	9.688424	-27.313293	-0.815492	0.235453	0.235418	0.211852	0.010202	-0.022186	-2.689592	0.227474	0.224786	0.217802	
 1687176788.294595	1687187359.886200	9.602754	-27.287757	-0.819818	0.235607	0.235618	0.211926	0.002941	-0.016034	-2.690255	0.229148	0.239923	0.217856	
 1687176788.613735	1687187360.202066	9.521319	-27.258401	-0.828061	0.242145	0.242166	0.215832	0.001579	-0.008728	-2.710590	0.223267	0.229862	0.221997	
 1687176788.917608	1687187360.500106	9.434847	-27.225089	-0.834083	0.238560	0.238510	0.213523	0.004680	-0.014747	-2.714228	0.219533	0.218368	0.219622	
 1687176789.220790	1687187360.811478	9.338477	-27.191032	-0.829444	0.230306	0.230287	0.208231	0.004856	-0.018520	-2.718612	0.215808	0.218626	0.214075	
 1687176789.525063	1687187361.130276	9.272838	-27.175578	-0.816423	0.235814	0.235803	0.211688	-0.001584	-0.011762	-2.716940	0.219526	0.224926	0.217481	
 1687176789.831679	1687187361.419287	9.208944	-27.161366	-0.806285	0.232090	0.232108	0.209402	-0.001151	0.000547	-2.718151	0.214870	0.215744	0.215159	
 1687176790.135336	1687187361.728603	9.149572	-27.130678	-0.796774	0.235350	0.235329	0.211620	-0.008858	0.000555	-2.739485	0.217379	0.213324	0.217584	
 1687176790.440470	1687187362.035372	9.082750	-27.103494	-0.798584	0.233084	0.233006	0.210121	0.004759	-0.008007	-2.737517	0.220008	0.211761	0.215904	
 1687176790.745173	1687187362.357501	8.998756	-27.080623	-0.801807	0.237592	0.237584	0.212819	0.001951	-0.006607	-2.726519	0.220088	0.217003	0.218843	
 1687176791.052103	1687187362.654139	8.917426	-27.054972	-0.795817	0.224218	0.224228	0.204224	-0.003168	0.007274	-2.723882	0.210239	0.207342	0.209947	
 1687176791.355924	1687187362.951240	8.845157	-27.019954	-0.795074	0.236233	0.236205	0.212458	-0.013728	0.005050	-2.728816	0.219246	0.216314	0.218310	
 1687176791.671382	1687187363.267896	8.770500	-26.984774	-0.806429	0.234530	0.234486	0.211008	0.001094	-0.005369	-2.731693	0.228649	0.214383	0.216886	
 1687176791.977631	1687187363.571559	8.671711	-26.945613	-0.806788	0.242479	0.242469	0.215879	-0.006180	0.000101	-2.706597	0.221851	0.218630	0.221908	
 1687176792.282142	1687187363.860651	8.572469	-26.896805	-0.798088	0.226829	0.226849	0.206198	-0.002071	-0.000582	-2.707477	0.214269	0.207658	0.211766	
 1687176792.593148	1687187364.162686	8.480592	-26.850141	-0.801540	0.232287	0.232223	0.210014	-0.003137	-0.003921	-2.705878	0.215953	0.211386	0.215573	
 1687176792.896424	1687187364.487563	8.380953	-26.805614	-0.817645	0.229159	0.229144	0.207479	0.004632	-0.007787	-2.713534	0.213786	0.209554	0.213225	
 1687176793.202515	1687187364.776558	8.280424	-26.765098	-0.831772	0.236499	0.236494	0.211995	0.007473	-0.010490	-2.711682	0.219995	0.216782	0.218002	
 1687176793.506862	1687187365.081445	8.181695	-26.714850	-0.830740	0.235984	0.235975	0.211967	0.005737	-0.011954	-2.711553	0.222345	0.218800	0.218042	
 1687176793.814894	1687187365.405973	8.096351	-26.675317	-0.828242	0.232233	0.232213	0.209814	0.010347	-0.009547	-2.706815	0.218671	0.218106	0.215573	
 1687176794.117303	1687187365.700203	8.018733	-26.633007	-0.828586	0.235502	0.235379	0.211751	0.010773	-0.011554	-2.713044	0.224561	0.217460	0.217686	
 1687176794.423060	1687187366.020568	7.928204	-26.591559	-0.826775	0.235156	0.235129	0.211410	0.008311	-0.016909	-2.712561	0.225326	0.218932	0.217221	
 1687176794.726705	1687187366.329224	7.837241	-26.545509	-0.820596	0.236032	0.236037	0.212156	0.004082	-0.017368	-2.712847	0.223298	0.223844	0.218117	
 1687176795.037630	1687187366.639255	7.755541	-26.515156	-0.834625	0.234169	0.234156	0.211173	0.013098	-0.019651	-2.709450	0.219082	0.223849	0.216895	
 1687176795.346466	1687187366.937328	7.664202	-26.490353	-0.849385	0.239191	0.239142	0.214036	0.008607	-0.020613	-2.708483	0.232241	0.230620	0.219990	
 1687176795.650290	1687187367.258398	7.562453	-26.462647	-0.859329	0.236059	0.236048	0.211667	0.009733	-0.024187	-2.709568	0.224245	0.229075	0.217540	
 1687176795.957072	1687187367.554863	7.459355	-26.430287	-0.848356	0.217950	0.217965	0.199547	0.010356	-0.021889	-2.711685	0.213363	0.221968	0.204960	
 1687176796.262626	1687187367.838861	7.368996	-26.377172	-0.819618	0.241341	0.241326	0.215607	-0.000127	-0.012440	-2.708120	0.230674	0.235826	0.221534	
 1687176796.570491	1687187368.181510	7.295236	-26.331290	-0.809382	0.235150	0.235088	0.212204	-0.000147	-0.014547	-2.704569	0.218167	0.219264	0.217827	
 1687176796.879883	1687187368.487029	7.225148	-26.294144	-0.817672	0.236757	0.236698	0.212682	0.000969	-0.018622	-2.711565	0.218938	0.221559	0.218402	
 1687176797.184338	1687187368.772747	7.141089	-26.271553	-0.828381	0.229545	0.229553	0.207377	0.006412	-0.013643	-2.708060	0.213929	0.220987	0.213050	
 1687176797.491874	1687187369.075116	7.039796	-26.241312	-0.821816	0.234768	0.234766	0.211101	0.000819	-0.009318	-2.719063	0.220412	0.219320	0.217056	
 1687176797.795214	1687187369.397282	6.954400	-26.212530	-0.818757	0.237348	0.237339	0.213158	0.000419	-0.009496	-2.712923	0.219499	0.217599	0.219037	
 1687176798.099406	1687187369.680250	6.868575	-26.184179	-0.823812	0.232862	0.232790	0.210172	0.003493	-0.015593	-2.706877	0.216518	0.214535	0.215914	
 1687176798.408141	1687187369.987232	6.768509	-26.163911	-0.823508	0.237532	0.237516	0.212784	0.003333	-0.016335	-2.709331	0.220793	0.222760	0.218620	
 1687176798.712873	1687187370.304883	6.676266	-26.133962	-0.818855	0.237823	0.237813	0.213150	-0.000708	-0.008261	-2.720378	0.221280	0.223511	0.219145	
 1687176799.019211	1687187370.596375	6.575881	-26.088179	-0.811482	0.231074	0.231026	0.209165	-0.000183	-0.011400	-2.719977	0.215256	0.212713	0.214813	
 1687176799.322999	1687187370.909333	6.470953	-26.063698	-0.820392	0.235774	0.235723	0.211882	0.002622	-0.025363	-2.715579	0.218065	0.218000	0.217565	
 1687176799.626876	1687187371.225161	6.374018	-26.045036	-0.820991	0.235942	0.235931	0.211592	0.005999	-0.020911	-2.718695	0.219687	0.232897	0.217623	
 1687176799.930083	1687187371.518209	6.282335	-26.017830	-0.804864	0.226038	0.226049	0.205409	0.006391	-0.002415	-2.725620	0.215266	0.220721	0.211070	
 1687176800.234960	1687187371.811465	6.195791	-25.966549	-0.797706	0.237507	0.237459	0.213471	-0.002829	-0.008753	-2.737453	0.221995	0.215405	0.219110	
 1687176800.539615	1687187372.115678	6.107423	-25.952593	-0.811888	0.236548	0.236450	0.212556	-0.001477	-0.022554	-2.710797	0.218605	0.216608	0.218168	
 1687176800.845984	1687187372.460223	6.018105	-25.941989	-0.821374	0.233017	0.232956	0.209821	-0.005446	-0.015654	-2.727895	0.216211	0.229410	0.215536	
 1687176801.151020	1687187372.758142	5.933577	-25.925415	-0.815908	0.235332	0.235322	0.211384	-0.001613	-0.001900	-2.736965	0.218436	0.221291	0.217236	
 1687176801.458326	1687187373.036753	5.845827	-25.887336	-0.804880	0.234635	0.234604	0.211175	0.014496	-0.005801	-2.749403	0.217129	0.212836	0.217007	
 1687176801.766838	1687187373.372238	5.752059	-25.849919	-0.798840	0.239036	0.238964	0.214158	0.005510	-0.003589	-2.737585	0.233583	0.218003	0.220025	
 1687176802.078585	1687187373.657638	5.652665	-25.806293	-0.800372	0.236451	0.236424	0.212499	-0.001914	0.001430	-2.741045	0.220816	0.214907	0.218418	
 1687176802.386156	1687187373.970887	5.556592	-25.762631	-0.809042	0.237220	0.237212	0.212741	-0.003588	0.009507	-2.739184	0.219104	0.214442	0.218562	
 1687176802.692616	1687187374.270373	5.477522	-25.719833	-0.820930	0.237126	0.237120	0.212503	0.001094	0.007691	-2.748417	0.220180	0.217295	0.218574	
 1687176803.000188	1687187374.580975	5.373880	-25.661039	-0.823854	0.237814	0.237814	0.212908	0.009072	0.004796	-2.746166	0.219066	0.216158	0.218623	
 1687176803.308299	1687187374.904690	5.275599	-25.612712	-0.806854	0.236194	0.236188	0.212115	0.002162	0.005640	-2.741637	0.222589	0.214042	0.217751	
 1687176803.612230	1687187375.202544	5.177441	-25.560505	-0.792344	0.237765	0.237751	0.213571	0.003131	0.017156	-2.739646	0.220393	0.216105	0.219521	
 1687176803.915980	1687187375.498929	5.085417	-25.493491	-0.797892	0.233900	0.233826	0.210951	0.006651	0.018750	-2.740415	0.217986	0.219479	0.216635	
 1687176804.220258	1687187375.809116	4.963012	-25.414404	-0.810440	0.234751	0.234695	0.211108	0.001814	0.009488	-2.739118	0.218539	0.221354	0.216482	
 1687176804.524235	1687187376.112934	4.820760	-25.340576	-0.821661	0.237028	0.237104	0.212772	0.019649	0.021237	-2.777411	0.219135	0.216642	0.218106	
 1687176804.831108	1687187376.411988	4.800264	-25.241750	-0.821547	0.234367	0.234775	0.212371	0.007477	0.013174	-2.947674	0.223840	0.218317	0.217569	
 1687176805.134573	1687187376.725095	4.742182	-25.166340	-0.814256	0.236102	0.236447	0.216641	-0.005964	0.019610	-2.967401	0.217175	0.217112	0.216987	
 1687176805.441363	1687187377.018095	4.656762	-25.093340	-0.803540	0.235896	0.235912	0.212291	-0.009629	0.015352	-3.087285	0.217623	0.225645	0.216562	
 1687176805.750327	1687187377.327500	4.548558	-25.050500	-0.795876	0.237399	0.237418	0.212821	-0.002674	0.011881	3.132733	0.221407	0.222529	0.218196	
 1687176806.055252	1687187377.637569	4.458975	-25.042882	-0.791309	0.232534	0.232579	0.209968	-0.009469	0.009844	3.119832	0.211979	0.217365	0.215210	
 1687176806.359739	1687187377.934602	4.380882	-25.050731	-0.790303	0.235316	0.235324	0.211619	-0.014705	0.003949	3.130838	0.222204	0.217585	0.217319	
 1687176806.663808	1687187378.254414	4.302131	-25.054709	-0.783668	0.234401	0.234413	0.210654	-0.011262	-0.006319	2.992925	0.235567	0.212904	0.216369	
 1687176806.968617	1687187378.562837	4.195024	-24.991684	-0.771627	0.231859	0.231831	0.209078	0.003434	0.006263	2.845533	0.223520	0.212656	0.214898	
 1687176807.272476	1687187378.858494	4.110060	-24.955650	-0.752248	0.234371	0.234217	0.211861	-0.025043	0.003924	2.800296	0.217417	0.215104	0.217093	
 1687176807.576119	1687187379.164331	3.872294	-24.852478	-0.735979	0.235076	0.235099	0.211942	-0.002387	-0.013485	2.751790	0.268635	0.213275	0.217547	
 1687176807.879142	1687187379.473117	3.879993	-24.932889	-0.766101	0.241521	0.238286	0.219212	-0.007730	-0.040347	2.693928	0.217361	0.216047	0.217786	
 1687176808.190607	1687187379.800758	3.838074	-24.983914	-0.769030	0.250503	0.243138	0.217376	-0.020562	-0.027611	2.654876	0.225761	0.244673	0.219137	
