t	t_ros	pos_x	pos_y	pos_z	var_pos_x	var_pos_y	var_pos_z	ori_x	ori_y	ori_z	var_ori_x	var_ori_y	var_ori_z
 1687177008.213189	1687187579.778600	16.094634	-33.343292	-0.832774	0.241778	0.241717	0.215700	-0.000069	0.031435	0.373748	0.219213	0.266326	0.221719	
 1687177008.517691	1687187580.096342	16.159248	-33.343623	-0.822671	0.238896	0.238832	0.213768	-0.003441	0.027808	0.374361	0.216055	0.248417	0.219591	
 1687177008.820971	1687187580.399023	16.207331	-33.380934	-0.816441	0.236090	0.235958	0.212494	0.013054	0.027313	0.300572	0.215577	0.242249	0.217950	
 1687177009.127072	1687187580.699957	16.266490	-33.399092	-0.800137	0.233270	0.233195	0.210755	-0.003606	0.023371	0.375136	0.219389	0.236207	0.216458	
 1687177009.433389	1687187581.011579	16.327629	-33.413043	-0.801737	0.235670	0.235465	0.212458	-0.000161	0.029621	0.363816	0.215820	0.233070	0.218118	
 1687177009.738863	1687187581.350063	16.399388	-33.432357	-0.821229	0.233257	0.233201	0.210118	0.005209	0.028340	0.358953	0.212660	0.240921	0.215845	
 1687177010.044529	1687187581.617081	16.468384	-33.460901	-0.820339	0.235853	0.235777	0.211808	-0.005344	0.012211	0.357563	0.214800	0.241538	0.217603	
 1687177010.350796	1687187581.951408	16.542801	-33.492203	-0.818104	0.235501	0.235340	0.212220	-0.001191	0.014443	0.364423	0.216470	0.219373	0.217893	
 1687177010.654884	1687187582.228932	16.614659	-33.530196	-0.825512	0.236564	0.236475	0.212655	0.003971	0.025292	0.357933	0.215592	0.221798	0.218608	
 1687177010.959667	1687187582.535650	16.687911	-33.580059	-0.840615	0.234860	0.234832	0.211170	0.004756	0.030817	0.360177	0.214242	0.235317	0.217232	
 1687177011.266793	1687187582.842872	16.767658	-33.606591	-0.842116	0.236980	0.236959	0.212434	0.005328	0.025940	0.362602	0.215686	0.246645	0.218583	
 1687177011.576166	1687187583.156670	16.843565	-33.635810	-0.831060	0.237153	0.237075	0.213184	0.009619	0.023927	0.346467	0.216434	0.238963	0.218948	
 1687177011.881838	1687187583.476213	16.920245	-33.661339	-0.822918	0.237341	0.237275	0.213416	-0.009035	0.030916	0.336594	0.219654	0.234782	0.219139	
 1687177012.187924	1687187583.788977	16.996512	-33.704416	-0.818672	0.235564	0.235566	0.212058	0.000865	0.030591	0.340144	0.221382	0.250149	0.217934	
 1687177012.495189	1687187584.087083	17.077674	-33.727671	-0.831005	0.236460	0.236482	0.212315	0.003953	0.034657	0.353787	0.215368	0.246681	0.218402	
 1687177012.800474	1687187584.380997	17.153687	-33.772297	-0.840737	0.238772	0.238763	0.213823	0.005464	0.029855	0.325442	0.216761	0.259088	0.219673	
 1687177013.105685	1687187584.731036	17.228745	-33.821907	-0.841525	0.235476	0.235417	0.211718	0.014406	0.031593	0.332691	0.215149	0.244463	0.217389	
 1687177013.413949	1687187584.997384	17.322950	-33.862740	-0.829741	0.234876	0.234822	0.211550	0.008578	0.029944	0.358655	0.222661	0.246080	0.217319	
 1687177013.717524	1687187585.325912	17.418847	-33.895493	-0.825700	0.237497	0.237408	0.213219	0.007886	0.036973	0.343564	0.218554	0.244167	0.219180	
 1687177014.020982	1687187585.601291	17.513640	-33.941872	-0.825684	0.235148	0.235151	0.211618	0.009036	0.032069	0.340483	0.216181	0.257493	0.217520	
 1687177014.334389	1687187585.910266	17.608041	-33.982494	-0.828093	0.234948	0.234941	0.211320	0.009018	0.032577	0.354973	0.217034	0.247703	0.217265	
 1687177014.638757	1687187586.208540	17.694313	-34.017729	-0.825614	0.240997	0.241005	0.215222	0.005072	0.037252	0.358665	0.221029	0.251843	0.221396	
 1687177014.943450	1687187586.539992	17.778699	-34.051360	-0.817959	0.234841	0.234864	0.211613	0.018483	0.028449	0.344224	0.215401	0.258781	0.217590	
 1687177015.248133	1687187586.828261	17.871871	-34.082358	-0.819200	0.235338	0.235281	0.211946	0.016616	0.035179	0.341637	0.228241	0.234986	0.217882	
 1687177015.560887	1687187587.142486	17.976063	-34.123888	-0.832107	0.234094	0.234090	0.210842	0.021564	0.032150	0.347763	0.224265	0.248330	0.216920	
 1687177015.864970	1687187587.440290	18.079369	-34.171035	-0.832859	0.241621	0.241609	0.215374	0.011352	0.039586	0.364864	0.237323	0.244884	0.221765	
 1687177016.169263	1687187587.745117	18.165587	-34.230727	-0.821681	0.231692	0.231731	0.209296	0.011080	0.042878	0.363526	0.216375	0.254723	0.215393	
 1687177016.474676	1687187588.045098	18.246680	-34.278737	-0.812504	0.233372	0.233450	0.210689	0.009692	0.038575	0.374622	0.217212	0.262439	0.216643	
 1687177016.788842	1687187588.357545	18.322315	-34.325546	-0.814253	0.242211	0.242193	0.216359	0.004508	0.035166	0.368656	0.222326	0.257783	0.222288	
 1687177017.091819	1687187588.660074	18.399644	-34.362603	-0.814738	0.229347	0.229268	0.207729	0.017292	0.025956	0.344297	0.211773	0.244879	0.213310	
 1687177017.399303	1687187588.970690	18.482924	-34.405069	-0.828848	0.241465	0.241306	0.215375	0.013887	0.028777	0.354731	0.231052	0.234739	0.221334	
 1687177017.703386	1687187589.276623	18.561873	-34.435489	-0.812633	0.238157	0.238073	0.213265	0.009913	0.027028	0.358674	0.224031	0.237151	0.219383	
 1687177018.007694	1687187589.579378	18.633729	-34.462166	-0.795187	0.234060	0.234004	0.211191	0.009328	0.033297	0.352373	0.218179	0.232824	0.217191	
 1687177018.319600	1687187589.899396	18.715762	-34.489820	-0.798745	0.237969	0.237913	0.213736	0.014012	0.029508	0.371909	0.220191	0.248613	0.219829	
 1687177018.622882	1687187590.203882	18.813728	-34.521814	-0.814810	0.236682	0.236600	0.212686	0.017119	0.023843	0.366260	0.223926	0.238900	0.218843	
 1687177018.933106	1687187590.509291	18.915980	-34.557260	-0.837055	0.237627	0.237591	0.212657	0.010664	0.025462	0.367709	0.228924	0.229208	0.218814	
 1687177019.238914	1687187590.832296	19.004138	-34.603656	-0.841029	0.234073	0.234094	0.210520	0.000832	0.034191	0.362634	0.218536	0.229584	0.216743	
 1687177019.543998	1687187591.121970	19.072798	-34.658268	-0.841004	0.235964	0.236041	0.212224	0.006944	0.030010	0.368994	0.216988	0.251320	0.218318	
 1687177019.847440	1687187591.421122	19.148942	-34.711570	-0.847273	0.235914	0.235922	0.212215	0.013432	0.029238	0.375004	0.217774	0.241993	0.218310	
 1687177020.151304	1687187591.721732	19.227377	-34.762816	-0.856243	0.234521	0.234447	0.211083	0.011769	0.025413	0.368250	0.222039	0.237703	0.217210	
 1687177020.455044	1687187592.026812	19.311849	-34.811810	-0.861217	0.235680	0.235607	0.211570	0.006556	0.026245	0.372467	0.221167	0.232312	0.217726	
 1687177020.759492	1687187592.330718	19.403896	-34.849698	-0.846966	0.234304	0.234264	0.210750	0.006663	0.028291	0.368872	0.216337	0.232639	0.216880	
 1687177021.063982	1687187592.632224	19.485000	-34.882901	-0.826999	0.235415	0.235389	0.211850	0.005707	0.029623	0.357656	0.217438	0.238683	0.217956	
 1687177021.368875	1687187592.943487	19.571266	-34.903877	-0.812117	0.233633	0.233601	0.210881	0.004660	0.024287	0.387806	0.216008	0.239767	0.216976	
 1687177021.672242	1687187593.269037	19.669626	-34.930250	-0.818984	0.237489	0.237458	0.213063	0.006600	0.026745	0.379333	0.218545	0.232471	0.219303	
 1687177021.975563	1687187593.556611	19.770272	-34.961778	-0.824873	0.233996	0.233991	0.210573	0.004741	0.027728	0.371174	0.216468	0.233043	0.216814	
 1687177022.281923	1687187593.859334	19.852694	-34.998093	-0.827843	0.233703	0.233731	0.210599	0.001141	0.022138	0.362726	0.215750	0.236486	0.216792	
 1687177022.588054	1687187594.174421	19.933964	-35.034116	-0.838670	0.236142	0.236151	0.212380	0.004909	0.027280	0.365267	0.217224	0.229924	0.218523	
 1687177022.894350	1687187594.477539	20.019302	-35.075383	-0.853042	0.237476	0.237447	0.212986	0.010847	0.028153	0.362807	0.218266	0.237824	0.219188	
 1687177023.203454	1687187594.781836	20.103955	-35.114301	-0.863682	0.237640	0.237615	0.212927	0.008666	0.023190	0.362751	0.221661	0.237680	0.219209	
 1687177023.506569	1687187595.078647	20.190245	-35.137247	-0.858767	0.237667	0.237637	0.213088	0.003375	0.027633	0.364388	0.220324	0.230352	0.219334	
 1687177023.811518	1687187595.390985	20.267203	-35.178303	-0.853147	0.234369	0.234339	0.211268	0.005553	0.040004	0.346195	0.216133	0.237718	0.217300	
 1687177024.115532	1687187595.709627	20.356728	-35.218413	-0.854196	0.233200	0.233204	0.210266	0.014699	0.036431	0.359951	0.215327	0.261645	0.216396	
 1687177024.419522	1687187595.999760	20.459264	-35.252180	-0.860297	0.236207	0.236187	0.212088	0.005756	0.033613	0.368103	0.224077	0.251319	0.218334	
 1687177024.725709	1687187596.299322	20.575719	-35.270757	-0.851234	0.233760	0.233756	0.210601	0.005602	0.033558	0.371029	0.216101	0.246135	0.216800	
 1687177025.035653	1687187596.614766	20.670452	-35.311478	-0.853478	0.234043	0.234067	0.210858	0.002249	0.040963	0.349310	0.216428	0.243590	0.217015	
 1687177025.340872	1687187596.913188	20.745234	-35.359496	-0.852548	0.233967	0.234005	0.210778	-0.003353	0.039660	0.371665	0.215908	0.260867	0.216805	
 1687177025.650363	1687187597.226055	20.816878	-35.401816	-0.849942	0.236150	0.236189	0.212224	0.002835	0.034842	0.376459	0.220499	0.262418	0.218298	
 1687177025.954900	1687187597.531986	20.896370	-35.445458	-0.850107	0.237722	0.237666	0.213135	0.010252	0.034517	0.371178	0.218777	0.251438	0.219309	
 1687177026.260161	1687187597.854154	20.993822	-35.487813	-0.844560	0.237121	0.237054	0.212700	0.013947	0.034059	0.370438	0.220627	0.248327	0.218944	
 1687177026.563213	1687187598.140785	21.078182	-35.524991	-0.833088	0.235475	0.235407	0.211778	0.010886	0.029652	0.362907	0.223380	0.246763	0.217990	
 1687177026.867193	1687187598.444184	21.163745	-35.564036	-0.824800	0.234844	0.234780	0.211532	0.002973	0.036052	0.366993	0.220286	0.237556	0.217733	
 1687177027.170757	1687187598.746188	21.248775	-35.611754	-0.828350	0.235663	0.235614	0.211837	0.011589	0.038549	0.362391	0.217456	0.252405	0.218095	
 1687177027.479347	1687187599.047596	21.353681	-35.654691	-0.839554	0.234381	0.234335	0.210901	0.012393	0.035140	0.368949	0.219473	0.252984	0.217157	
 1687177027.784234	1687187599.388415	21.457112	-35.691948	-0.845767	0.236334	0.236283	0.212313	0.005822	0.032179	0.366088	0.221861	0.245807	0.218582	
 1687177028.096080	1687187599.665293	21.557719	-35.727124	-0.851006	0.233947	0.233932	0.210757	0.001731	0.034194	0.368693	0.216655	0.241572	0.216917	
 1687177028.399125	1687187599.969708	21.643837	-35.772581	-0.854701	0.241886	0.241906	0.215846	0.000141	0.034671	0.368673	0.221869	0.251715	0.222197	
 1687177028.703941	1687187600.276798	21.726854	-35.823310	-0.857564	0.234772	0.234784	0.211285	0.008527	0.033445	0.381195	0.217661	0.247757	0.217433	
 1687177029.010632	1687187600.585184	21.810083	-35.875897	-0.854046	0.236455	0.236423	0.212142	0.009139	0.034917	0.379029	0.219337	0.242845	0.218369	
 1687177029.314205	1687187600.890522	21.881017	-35.919035	-0.833263	0.237710	0.237658	0.213083	-0.001230	0.032304	0.375212	0.220590	0.247845	0.219335	
 1687177029.618618	1687187601.193288	21.949768	-35.950527	-0.817610	0.233569	0.233489	0.210903	0.002346	0.032399	0.376561	0.217790	0.243015	0.216924	
 1687177029.927952	1687187601.584633	22.042295	-35.974904	-0.823190	0.235381	0.235305	0.211817	0.011988	0.026774	0.385845	0.217876	0.242515	0.217911	
 1687177030.234455	1687187601.814396	22.149874	-36.015579	-0.833484	0.225827	0.225777	0.205156	0.018315	0.030380	0.379153	0.214821	0.222393	0.211136	
 1687177030.542313	1687187602.123191	22.244797	-36.064254	-0.842231	0.249773	0.249738	0.220553	0.003122	0.031753	0.378092	0.238161	0.243169	0.227159	
 1687177030.846498	1687187602.421766	22.339853	-36.107834	-0.862235	0.235908	0.235879	0.212019	0.019343	0.025285	0.397049	0.218189	0.241470	0.218294	
 1687177031.151117	1687187602.727998	22.425232	-36.143596	-0.869745	0.234352	0.234288	0.210852	0.007385	0.021452	0.387568	0.230228	0.225651	0.217060	
 1687177031.456742	1687187603.086063	22.510258	-36.193834	-0.863611	0.231063	0.231001	0.208829	0.009916	0.019468	0.385177	0.216290	0.221671	0.214890	
 1687177031.761221	1687187603.331463	22.603214	-36.250208	-0.855472	0.231257	0.231197	0.208843	0.012278	0.020875	0.391377	0.217893	0.218763	0.214993	
 1687177032.066330	1687187603.635930	22.684258	-36.303674	-0.845249	0.233070	0.233021	0.210090	0.006863	0.021797	0.384672	0.221362	0.221712	0.216297	
 1687177032.370217	1687187603.939001	22.759210	-36.351138	-0.839595	0.237477	0.237467	0.213228	-0.000143	0.018629	0.390384	0.220566	0.226957	0.219485	
 1687177032.674414	1687187604.248990	22.833134	-36.390178	-0.844361	0.234491	0.234477	0.211150	-0.002847	0.023056	0.388513	0.217849	0.222397	0.217303	
 1687177032.983068	1687187604.842705	22.921467	-36.441938	-0.854785	0.233874	0.233847	0.210646	0.014582	0.013998	0.378236	0.218468	0.227514	0.216819	
 1687177033.289623	1687187604.916034	23.026856	-36.477369	-0.857939	0.232342	0.232300	0.209712	0.013350	0.008523	0.395296	0.224592	0.215185	0.215901	
 1687177033.595238	1687187605.175682	23.119694	-36.512171	-0.865657	0.235295	0.235256	0.211775	0.006126	0.008085	0.393651	0.226250	0.214589	0.218115	
 1687177033.904171	1687187605.481996	23.200074	-36.547994	-0.877435	0.236159	0.236144	0.212423	0.032347	0.002975	0.384021	0.220365	0.215449	0.218717	
 1687177034.210077	1687187605.793992	23.276050	-36.603453	-0.925047	0.239604	0.239590	0.214045	0.018400	0.009000	0.383159	0.272004	0.215613	0.220219	
 1687177034.514041	1687187606.116604	23.368128	-36.646806	-0.904835	0.235859	0.235826	0.211651	0.004480	0.002584	0.406398	0.232349	0.214139	0.217914	
 1687177034.817838	1687187606.532957	23.450588	-36.688291	-0.877924	0.235297	0.235294	0.211730	0.006394	0.003818	0.397317	0.219330	0.213372	0.217945	
 1687177035.127538	1687187606.713052	23.535624	-36.723206	-0.853881	0.234785	0.234830	0.211344	0.000848	0.001514	0.410338	0.219686	0.213095	0.217603	
 1687177035.435359	1687187607.051428	23.619980	-36.750516	-0.833672	0.238071	0.238115	0.213518	0.001383	-0.001221	0.406106	0.220490	0.215125	0.219787	
 1687177035.740977	1687187607.336601	23.715442	-36.774176	-0.831389	0.229950	0.229969	0.208329	0.004044	-0.003860	0.411224	0.215096	0.209940	0.214479	
 1687177036.049684	1687187607.656799	23.813318	-36.794204	-0.859336	0.236859	0.236858	0.212850	0.004884	-0.004197	0.412621	0.220814	0.215134	0.219213	
 1687177036.355165	1687187607.963983	23.914490	-36.825631	-0.899790	0.236331	0.236335	0.212073	0.007955	-0.007021	0.412680	0.220480	0.214457	0.218489	
 1687177036.659309	1687187608.278192	23.995972	-36.863210	-0.927397	0.230038	0.230026	0.207905	-0.003858	-0.001054	0.420405	0.218383	0.211379	0.214125	
 1687177036.971462	1687187608.613036	24.070794	-36.914534	-0.937612	0.233104	0.233139	0.209999	-0.007074	0.004121	0.420150	0.217446	0.211453	0.216092	
 1687177037.275036	1687187608.923528	24.145275	-36.955161	-0.929205	0.242615	0.242624	0.215899	-0.002207	-0.005168	0.440261	0.225790	0.218332	0.222292	
 1687177037.581702	1687187609.159187	24.238701	-37.001492	-0.905120	0.234762	0.234706	0.211147	-0.000703	-0.009070	0.418138	0.218566	0.213377	0.217388	
 1687177037.889696	1687187609.477955	24.339113	-37.043912	-0.881737	0.236265	0.236239	0.212159	-0.003239	-0.003860	0.407450	0.219308	0.215973	0.218539	
 1687177038.194278	1687187609.766935	24.436774	-37.086175	-0.858306	0.233543	0.233543	0.210476	-0.004792	-0.000445	0.403462	0.217721	0.212392	0.216754	
 1687177038.499203	1687187610.072631	24.536641	-37.123637	-0.848478	0.235059	0.235081	0.211617	-0.001981	-0.002571	0.410462	0.219364	0.213192	0.217863	
 1687177038.804507	1687187610.378575	24.628151	-37.144135	-0.860930	0.234502	0.234507	0.211247	0.002385	-0.005895	0.411206	0.218216	0.213021	0.217512	
 1687177039.107612	1687187610.760934	24.713211	-37.160224	-0.884606	0.235804	0.235809	0.211866	-0.015821	-0.005781	0.415457	0.219204	0.214652	0.218191	
 1687177039.413607	1687187610.991338	24.797123	-37.182885	-0.893792	0.232701	0.232702	0.209856	-0.006792	-0.003706	0.411501	0.228104	0.211672	0.216055	
 1687177039.717249	1687187611.294797	24.870273	-37.225099	-0.917942	0.239423	0.239406	0.214180	-0.006893	0.001787	0.406989	0.223177	0.215961	0.220540	
 1687177040.025696	1687187611.596134	24.931605	-37.274721	-0.925656	0.237302	0.237253	0.212920	-0.014652	0.005000	0.424677	0.222052	0.214680	0.219180	
 1687177040.336938	1687187611.909979	25.004374	-37.321992	-0.941276	0.239310	0.239319	0.213916	0.022914	-0.008188	0.423089	0.232415	0.217141	0.220208	
 1687177040.647397	1687187612.218481	25.099025	-37.371150	-0.923863	0.232595	0.232717	0.209750	0.006778	-0.004141	0.411211	0.242943	0.215107	0.215787	
 1687177040.956315	1687187612.530433	25.199466	-37.424435	-0.889215	0.242319	0.242345	0.216072	-0.001211	-0.001871	0.399052	0.225680	0.218422	0.222491	
 1687177041.260442	1687187612.837063	25.310050	-37.465597	-0.859427	0.236964	0.237002	0.212975	-0.006752	-0.006553	0.410628	0.219841	0.214658	0.219309	
 1687177041.567788	1687187613.146978	25.414829	-37.483891	-0.858501	0.234289	0.234344	0.211196	-0.002024	-0.010505	0.409878	0.219772	0.213580	0.217450	
 1687177041.873197	1687187613.447612	25.514465	-37.505428	-0.875520	0.237295	0.237332	0.213010	0.003733	-0.008073	0.409073	0.220046	0.217378	0.219337	
 1687177042.178744	1687187613.753388	25.603025	-37.539582	-0.901307	0.231553	0.231552	0.208948	0.001950	-0.005046	0.412223	0.216810	0.212512	0.215079	
 1687177042.482232	1687187614.058480	25.669233	-37.594808	-0.909846	0.229566	0.229518	0.207695	-0.012026	-0.004198	0.396377	0.214642	0.209810	0.213639	
 1687177042.795753	1687187614.369309	25.722425	-37.626032	-0.908610	0.236378	0.236389	0.212384	0.001870	-0.002261	0.445783	0.225316	0.213979	0.218434	
 1687177043.100815	1687187614.684000	25.774602	-37.663873	-0.901199	0.239466	0.239492	0.214275	0.001316	-0.005204	0.414095	0.222044	0.216022	0.220526	
 1687177043.409651	1687187615.085456	25.847632	-37.703808	-0.891505	0.235164	0.235175	0.211334	0.005747	-0.008080	0.410186	0.218546	0.213755	0.217630	
 1687177043.712795	1687187615.297157	25.930576	-37.737426	-0.872746	0.232905	0.232931	0.210010	-0.001857	-0.006274	0.403748	0.219103	0.213875	0.216248	
 1687177044.017154	1687187615.591397	26.021129	-37.775598	-0.854568	0.238749	0.238755	0.213881	-0.002296	-0.001089	0.394636	0.220849	0.216524	0.220301	
 1687177044.324348	1687187615.894513	26.109146	-37.804770	-0.854478	0.233466	0.233476	0.210354	-0.008789	-0.000803	0.408127	0.217181	0.212012	0.216658	
 1687177044.634195	1687187616.211922	26.212219	-37.819813	-0.856973	0.232171	0.232172	0.209633	0.003891	-0.008105	0.415212	0.220137	0.211313	0.215961	
 1687177044.938274	1687187616.523028	26.308166	-37.845068	-0.878914	0.239435	0.239423	0.214331	0.001575	-0.009739	0.407609	0.222721	0.218142	0.220780	
 1687177045.241936	1687187616.813071	26.381156	-37.881885	-0.895473	0.234897	0.234844	0.211258	-0.004167	-0.005362	0.420729	0.218391	0.215339	0.217451	
 1687177045.546412	1687187617.115634	26.420765	-37.929521	-0.912013	0.235076	0.235038	0.211252	0.005977	-0.012733	0.398689	0.218779	0.213325	0.217340	
 1687177045.850084	1687187617.423204	26.453501	-37.983410	-0.901181	0.235815	0.235806	0.211822	-0.009726	-0.001536	0.403326	0.221200	0.218540	0.217952	
 1687177046.156691	1687187617.730135	26.530226	-38.024914	-0.885428	0.234983	0.234950	0.211143	-0.000378	-0.000321	0.406798	0.222282	0.212744	0.217403	
 1687177046.465809	1687187618.050033	26.635395	-38.065195	-0.861866	0.231825	0.231776	0.209476	0.005645	-0.007358	0.398980	0.216106	0.210742	0.215352	
 1687177046.769879	1687187618.340291	26.786852	-38.084467	-0.838662	0.237609	0.237582	0.213441	0.005223	-0.012082	0.392844	0.222197	0.216719	0.219591	
 1687177047.078672	1687187618.654160	26.924779	-38.095847	-0.843137	0.234044	0.234005	0.211466	0.002389	-0.010040	0.375291	0.220039	0.217188	0.217433	
 1687177047.382489	1687187618.966431	27.043730	-38.114592	-0.873584	0.238936	0.238905	0.214184	0.001657	-0.005971	0.387647	0.221266	0.218455	0.220324	
 1687177047.688308	1687187619.269626	27.144404	-38.141628	-0.909586	0.223455	0.223397	0.203636	0.008995	-0.000068	0.396153	0.210285	0.205915	0.209410	
 1687177047.993177	1687187619.578389	27.224755	-38.178237	-0.932951	0.231720	0.231655	0.209019	0.005903	0.000867	0.399596	0.219100	0.210460	0.214910	
 1687177048.297577	1687187619.871886	27.290864	-38.212957	-0.926461	0.235308	0.235280	0.211420	0.002698	0.001353	0.401457	0.219847	0.212924	0.217445	
 1687177048.601290	1687187620.179267	27.350266	-38.241890	-0.910436	0.235913	0.235891	0.212073	-0.016147	-0.000058	0.503590	0.219491	0.213741	0.218292	
 1687177048.910391	1687187620.488390	27.460780	-38.217848	-0.897589	0.234529	0.234519	0.210984	0.001105	-0.000854	0.676913	0.230737	0.212836	0.217228	
 1687177049.220981	1687187620.796495	27.565097	-38.225376	-0.890133	0.240505	0.240314	0.214971	-0.003305	0.015078	0.754271	0.224183	0.215936	0.220926	
 1687177049.528682	1687187621.149085	27.652669	-38.253329	-0.871893	0.237380	0.237342	0.212707	-0.000700	0.007666	0.809298	0.223090	0.221995	0.218726	
 1687177049.836028	1687187621.410406	27.756093	-38.267949	-0.828108	0.236845	0.236799	0.212673	-0.037887	0.007231	0.931655	0.221506	0.216373	0.218782	
 1687177050.144688	1687187621.722370	27.905217	-38.257483	-0.820919	0.237150	0.237137	0.213270	-0.016350	0.009382	1.078655	0.266116	0.221868	0.219516	
 1687177050.449498	1687187622.070403	28.017221	-38.270072	-0.838473	0.237363	0.237355	0.213148	-0.009546	0.029158	1.136900	0.226613	0.219910	0.219298	
 1687177050.759409	1687187622.338096	28.096274	-38.318882	-0.873283	0.238842	0.238679	0.214246	0.000657	0.028603	1.173512	0.222206	0.250806	0.219851	
 1687177051.065444	1687187622.658076	28.126771	-38.395318	-0.902833	0.233933	0.233912	0.210705	0.009923	0.034084	1.196318	0.214125	0.246339	0.216334	
 1687177051.369756	1687187622.986797	28.139655	-38.474064	-0.916720	0.239100	0.239067	0.214049	0.011677	0.035173	1.210374	0.218157	0.262229	0.220035	
 1687177051.673723	1687187623.245421	28.143400	-38.549874	-0.917734	0.231184	0.231116	0.208846	0.016490	0.038132	1.201523	0.213578	0.260082	0.214816	
 1687177051.980409	1687187623.599638	28.172100	-38.612723	-0.905158	0.233834	0.233704	0.210526	0.020763	0.042761	1.201974	0.217957	0.267762	0.216507	
 1687177052.284733	1687187623.870464	28.198455	-38.670246	-0.879473	0.238354	0.238190	0.213720	0.022604	0.041066	1.186367	0.224869	0.288453	0.219499	
 1687177052.592965	1687187624.185328	28.238722	-38.712784	-0.854493	0.230326	0.230168	0.208760	0.008981	0.034991	1.202501	0.222027	0.273670	0.214237	
 1687177052.897266	1687187624.482621	28.293612	-38.744704	-0.836841	0.236141	0.236040	0.212673	-0.021194	0.051615	1.319641	0.216217	0.264371	0.218461	
 1687177053.201292	1687187624.779685	28.400242	-38.770256	-0.833068	0.233955	0.233891	0.210916	-0.014663	0.038243	1.486621	0.228181	0.318758	0.216843	
 1687177053.505168	1687187625.082275	28.447282	-38.814156	-0.864015	0.236476	0.236368	0.212327	0.002929	0.061819	1.511311	0.219986	0.271560	0.218142	
 1687177053.811042	1687187625.391003	28.450689	-38.888322	-0.884041	0.235727	0.235613	0.211673	-0.000711	0.043074	1.558999	0.213080	0.361859	0.217505	
 1687177054.115561	1687187625.710397	28.429850	-38.964538	-0.888774	0.237270	0.237224	0.212780	-0.000502	0.032967	1.583709	0.214272	0.287757	0.218839	
 1687177054.423782	1687187625.998205	28.399207	-39.035450	-0.888546	0.232147	0.232113	0.209781	0.001006	0.028888	1.592988	0.211072	0.252380	0.215604	
 1687177054.728123	1687187626.327377	28.394749	-39.095498	-0.879533	0.239148	0.238946	0.214544	-0.002365	0.031922	1.622007	0.215606	0.247033	0.220123	
 1687177055.034019	1687187626.660996	28.441281	-39.185999	-0.870558	0.236520	0.236258	0.213166	-0.007118	0.025388	1.787039	0.214161	0.253389	0.218339	
 1687177055.341161	1687187626.916903	28.478617	-39.275581	-0.875879	0.238116	0.237707	0.213920	0.002662	0.030084	1.839053	0.216352	0.238672	0.219008	
 1687177055.648628	1687187627.228672	28.483929	-39.360862	-0.881591	0.237084	0.236955	0.212998	-0.001664	0.027422	1.901037	0.214643	0.245668	0.218845	
 1687177055.962057	1687187627.541019	28.464055	-39.444114	-0.900778	0.236559	0.236408	0.212560	0.011456	0.032336	1.939799	0.213988	0.239402	0.218481	
 1687177056.267380	1687187627.899827	28.428977	-39.512867	-0.916556	0.240745	0.240633	0.214810	0.007575	0.033405	1.957505	0.220461	0.249857	0.220851	
 1687177056.572119	1687187628.161128	28.372279	-39.570971	-0.909013	0.234431	0.234366	0.210887	0.003185	0.026459	1.962559	0.213992	0.250053	0.216579	
 1687177056.876502	1687187628.462989	28.321803	-39.618628	-0.888508	0.235875	0.235815	0.212172	0.004038	0.031723	1.974039	0.213753	0.237412	0.217825	
 1687177057.183700	1687187628.757774	28.262775	-39.663783	-0.868050	0.234804	0.234707	0.211751	0.011193	0.034024	1.955417	0.213482	0.247702	0.217351	
 1687177057.487643	1687187629.078618	28.225367	-39.707492	-0.863723	0.231197	0.231116	0.209186	0.015189	0.032278	1.961523	0.214632	0.248201	0.214858	
 1687177057.791670	1687187629.366583	28.191541	-39.767667	-0.871788	0.234671	0.234530	0.211697	0.012153	0.028624	1.958870	0.221049	0.248591	0.217189	
 1687177058.096316	1687187629.678594	28.157835	-39.834174	-0.882990	0.235350	0.235147	0.212109	-0.000473	0.039669	1.934480	0.218548	0.240689	0.217627	
 1687177058.403594	1687187629.983564	28.112740	-39.912956	-0.914066	0.232670	0.232585	0.209861	0.005799	0.042665	1.939686	0.211548	0.261364	0.215628	
 1687177058.709526	1687187630.292209	28.054989	-40.003107	-0.927727	0.240316	0.240264	0.214562	0.005928	0.038080	1.938054	0.217104	0.273554	0.220647	
 1687177059.016793	1687187630.597481	27.993843	-40.098157	-0.926240	0.237769	0.237754	0.213188	0.007239	0.034102	1.942604	0.215807	0.259485	0.219240	
 1687177059.323213	1687187630.910834	27.920961	-40.188439	-0.909196	0.230263	0.230261	0.208559	0.004465	0.035364	1.937689	0.211669	0.247603	0.214290	
 1687177059.633284	1687187631.230208	27.853303	-40.269048	-0.895173	0.243887	0.243946	0.217394	0.005125	0.033773	1.946511	0.219612	0.261389	0.223345	
 1687177059.943525	1687187631.545990	27.803042	-40.334436	-0.881489	0.236826	0.236913	0.213378	0.015791	0.040202	1.969399	0.215678	0.251335	0.219033	
 1687177060.250550	1687187631.831859	27.816090	-40.423176	-0.885474	0.241547	0.241453	0.215885	0.030596	0.043808	2.177312	0.225293	0.266355	0.221491	
 1687177060.554618	1687187632.127754	27.823731	-40.524120	-0.894129	0.237270	0.237018	0.213145	0.023405	0.042111	2.248018	0.243263	0.270918	0.218302	
