t	t_ros	pos_x	pos_y	pos_z	var_pos_x	var_pos_y	var_pos_z	ori_x	ori_y	ori_z	var_ori_x	var_ori_y	var_ori_z	qx	qy	qz	qw
 1687526614.126655	1687526614.068801	17.234773	-48.128450	-1.817696	0.299344	0.299318	0.246314	0.022534	-0.010188	-2.144448	0.263493	0.251739	0.254547	0.012331	-0.000914	0.878227	0.478085
 1687526614.529828	1687526614.472912	17.204971	-48.037584	-1.848698	0.288819	0.288791	0.241576	0.026075	-0.017848	-2.153576	0.260743	0.246454	0.249471	0.015709	0.001675	0.880385	0.473997
 1687526614.935984	1687526614.875770	17.154257	-47.944319	-1.880875	0.301879	0.301782	0.246756	0.038368	-0.022970	-2.154528	0.270987	0.257806	0.254945	0.022332	0.001025	0.880549	0.473427
 1687526615.343194	1687526615.279713	17.080286	-47.863945	-1.891260	0.294473	0.294483	0.243777	0.009193	-0.014849	-2.144775	0.292324	0.259932	0.251758	0.007586	0.004324	0.878327	0.477980
 1687526615.746800	1687526615.683167	17.004065	-47.797053	-1.887005	0.300451	0.300417	0.246079	0.019733	-0.013555	-2.133943	0.251080	0.254991	0.254218	0.011912	0.001172	0.875712	0.482685
 1687526616.150174	1687526616.088206	16.901611	-47.721281	-1.857583	0.296704	0.296748	0.244618	0.004578	-0.010708	-2.135111	0.258743	0.251272	0.252701	0.004587	0.003586	0.876015	0.482248
 1687526616.553137	1687526616.493381	16.808388	-47.632050	-1.810134	0.298701	0.298754	0.245255	-0.011012	-0.013965	-2.131913	0.248230	0.250578	0.253281	-0.001442	0.008774	0.875199	0.483682
 1687526616.962237	1687526616.898171	16.750925	-47.543502	-1.760125	0.296672	0.296784	0.245183	-0.007160	-0.014300	-2.131486	0.252166	0.253707	0.253134	0.000326	0.007989	0.875108	0.483861
 1687526617.366368	1687526617.304260	16.697808	-47.438019	-1.739022	0.295032	0.295100	0.244569	0.012262	-0.019125	-2.117703	0.249013	0.253068	0.252503	0.010029	0.005333	0.871766	0.489791
 1687526617.770056	1687526617.711799	16.663321	-47.334478	-1.750848	0.291213	0.291204	0.242887	0.011264	-0.025423	-2.130689	0.249995	0.255744	0.250716	0.011082	0.008395	0.874906	0.484093
 1687526618.175525	1687526618.121877	16.616004	-47.213693	-1.784284	0.297100	0.297124	0.245373	0.012776	-0.017251	-2.152823	0.251291	0.265421	0.253419	0.009715	0.004562	0.880236	0.474415
 1687526618.582280	1687526618.527194	16.532652	-47.117791	-1.833467	0.298033	0.298031	0.245411	0.021939	-0.022443	-2.174174	0.252749	0.255634	0.253385	0.014928	0.004832	0.885224	0.464900
 1687526618.888539	1687526618.829828	16.445329	-47.044585	-1.864167	0.242848	0.242763	0.216445	0.036616	-0.021748	-2.192703	0.231178	0.229926	0.222627	0.021251	0.001308	0.889436	0.456564
 1687526619.298887	1687526619.234738	16.358217	-46.979766	-1.874602	0.295101	0.295087	0.243123	0.020858	-0.011361	-2.183922	0.287477	0.256751	0.250752	0.011873	0.000236	0.887497	0.460661
 1687526619.703526	1687526619.638117	16.272952	-46.907456	-1.852535	0.288959	0.288862	0.240912	0.020372	-0.007913	-2.176418	0.256990	0.245839	0.248572	0.010859	-0.001223	0.885763	0.464009
 1687526620.107840	1687526620.043352	16.193016	-46.830706	-1.816532	0.295118	0.294959	0.243858	0.043506	-0.026631	-2.122727	0.260274	0.247136	0.251640	0.025480	0.001015	0.872879	0.487271
 1687526620.521564	1687526620.448447	16.144612	-46.738684	-1.766886	0.300218	0.300150	0.246199	0.007390	-0.021432	-2.154755	0.311384	0.266314	0.254336	0.008329	0.007687	0.880681	0.473574
 1687526620.928327	1687526620.852401	16.101515	-46.630157	-1.732295	0.300567	0.300610	0.246806	0.014534	-0.021578	-2.132244	0.250913	0.262353	0.254933	0.011577	0.005930	0.875296	0.483413
 1687526621.331446	1687526621.259257	16.067001	-46.514806	-1.732941	0.292493	0.292496	0.243510	0.016635	-0.015690	-2.152695	0.252623	0.258901	0.251544	0.011044	0.002958	0.880204	0.474458
 1687526621.738574	1687526621.663107	16.038438	-46.411313	-1.759343	0.284733	0.284730	0.239886	0.020747	-0.016141	-2.157915	0.251698	0.248806	0.247744	0.012954	0.002215	0.881429	0.472133
 1687526622.143268	1687526622.066974	15.982570	-46.311070	-1.802622	0.299139	0.299019	0.246050	0.037954	-0.027415	-2.184166	0.262459	0.254731	0.254135	0.023154	0.003424	0.887465	0.460280
 1687526622.555926	1687526622.472409	15.910233	-46.230819	-1.841330	0.297346	0.297344	0.244948	0.015157	-0.014132	-2.174151	0.293101	0.266067	0.252829	0.009995	0.002731	0.885248	0.465004
 1687526622.960481	1687526622.879030	15.825055	-46.155464	-1.847068	0.303914	0.303846	0.247524	0.016734	-0.011939	-2.197212	0.257623	0.254832	0.255606	0.010166	0.001510	0.890550	0.454770
 1687526623.366422	1687526623.283477	15.733397	-46.095011	-1.825078	0.299874	0.299853	0.246011	0.018212	-0.018487	-2.107580	0.258142	0.251743	0.253956	0.012484	0.003534	0.869271	0.494165
 1687526623.773608	1687526623.689165	15.682571	-46.015008	-1.787041	0.293032	0.292976	0.243147	0.022864	-0.013034	-2.163731	0.257100	0.254929	0.251190	0.013153	0.000384	0.882794	0.469576
 1687526624.177848	1687526624.105102	15.621721	-45.917148	-1.751827	0.300389	0.300298	0.246399	0.009095	-0.015006	-2.111400	0.266873	0.252521	0.254618	0.007653	0.004289	0.870229	0.492570
 1687526624.581997	1687526624.508481	15.569479	-45.799336	-1.732855	0.296065	0.296070	0.244587	0.014719	-0.017047	-2.147961	0.250004	0.253259	0.252653	0.010532	0.003985	0.879079	0.476544
 1687526624.986769	1687526624.913077	15.535760	-45.686624	-1.725259	0.294825	0.294801	0.243999	0.010685	-0.019362	-2.140268	0.254210	0.254682	0.252189	0.009333	0.005928	0.877236	0.479932
 1687526625.391103	1687526625.317932	15.485763	-45.563971	-1.734943	0.297091	0.297052	0.245166	0.039324	-0.023363	-2.147227	0.251536	0.258299	0.253359	0.022849	0.000889	0.878809	0.476625
 1687526625.796005	1687526625.721300	15.437662	-45.450187	-1.754949	0.297235	0.297227	0.245362	0.021259	-0.016983	-2.165629	0.300884	0.260798	0.253406	0.013369	0.002516	0.883241	0.468721
 1687526626.200735	1687526626.127192	15.364067	-45.336026	-1.781771	0.297662	0.297487	0.245223	0.014116	-0.023285	-2.164540	0.262909	0.254632	0.253234	0.011696	0.006968	0.882982	0.469209
 1687526626.606705	1687526626.530689	15.267431	-45.238970	-1.797660	0.299891	0.299836	0.246035	0.019817	-0.012656	-2.163996	0.255060	0.264042	0.254126	0.011719	0.000934	0.882866	0.469477
 1687526627.011046	1687526626.936285	15.195167	-45.155175	-1.797121	0.290070	0.290007	0.241657	0.019611	-0.009835	-2.204394	0.258225	0.247715	0.249511	0.010969	-0.000041	0.892170	0.451567
 1687526627.415416	1687526627.339265	15.116310	-45.057979	-1.776059	0.298086	0.298131	0.245064	0.021522	-0.008752	-2.157816	0.259775	0.248892	0.253005	0.011551	-0.001225	0.881405	0.472218
 1687526627.820568	1687526627.743054	15.051705	-44.954234	-1.747391	0.294276	0.294267	0.243691	0.017611	-0.005903	-2.151376	0.261617	0.247127	0.251591	0.009150	-0.001587	0.879892	0.475083
 1687526628.224277	1687526628.146561	15.011663	-44.854039	-1.729171	0.296476	0.296442	0.244758	0.016704	-0.015024	-2.129184	0.258704	0.247391	0.252858	0.010946	0.002520	0.874567	0.484775
 1687526628.629589	1687526628.550327	14.944847	-44.734332	-1.723894	0.290257	0.290203	0.241943	0.018161	-0.021348	-2.103802	0.253615	0.249481	0.249940	0.013178	0.004766	0.868330	0.495788
 1687526629.033792	1687526628.954513	14.893788	-44.611743	-1.725210	0.299289	0.299262	0.245722	0.019489	-0.011210	-2.176081	0.259209	0.259992	0.253958	0.011233	0.000441	0.885688	0.464144
 1687526629.440915	1687526629.359455	14.825484	-44.482796	-1.730745	0.298571	0.298502	0.245449	0.020068	-0.014981	-2.150452	0.260240	0.250001	0.253643	0.012388	0.001818	0.879664	0.475430
 1687526629.843971	1687526629.771334	14.755800	-44.346799	-1.727826	0.295405	0.295379	0.244526	-0.012242	-0.013601	-2.199088	0.260110	0.251695	0.252592	-0.002366	0.008838	0.890944	0.454020
 1687526630.247607	1687526630.175135	14.681071	-44.244393	-1.729174	0.298325	0.298393	0.245477	0.006632	-0.014485	-2.157991	0.255098	0.253994	0.253547	0.006343	0.004818	0.881467	0.472178
 1687526630.659136	1687526630.579979	14.598045	-44.129982	-1.731353	0.300030	0.300047	0.246039	0.013820	-0.020258	-2.167035	0.250511	0.253388	0.254208	0.010848	0.005715	0.883577	0.468126
 1687526631.067181	1687526630.985920	14.523075	-44.025265	-1.723510	0.302987	0.302990	0.247346	0.016581	-0.020143	-2.133523	0.256075	0.260062	0.255534	0.012123	0.004815	0.875607	0.482848
 1687526631.472640	1687526631.393226	14.464417	-43.945505	-1.715248	0.299988	0.299951	0.246247	0.020605	-0.024903	-2.129060	0.257943	0.258977	0.254495	0.015047	0.005893	0.874509	0.484740
 1687526631.879423	1687526631.797844	14.390552	-43.838087	-1.702840	0.298712	0.298669	0.245649	0.015953	-0.021764	-2.137979	0.261512	0.263553	0.253890	0.012227	0.005704	0.876677	0.480890
 1687526632.285321	1687526632.202760	14.324921	-43.735468	-1.693239	0.295642	0.295602	0.244176	0.018351	-0.018818	-2.140931	0.255178	0.258972	0.252323	0.012564	0.003854	0.877390	0.479599
 1687526632.689358	1687526632.614041	14.244114	-43.618272	-1.678646	0.296779	0.296733	0.244744	0.021711	-0.019348	-2.139488	0.257953	0.255164	0.252983	0.014167	0.003270	0.877035	0.480206
 1687526633.097489	1687526633.018172	14.166916	-43.511302	-1.665889	0.297766	0.297737	0.245284	0.019943	-0.021291	-2.142218	0.263085	0.256260	0.253478	0.013852	0.004566	0.877690	0.479007
 1687526633.503803	1687526633.426239	14.105363	-43.431421	-1.656224	0.296907	0.296883	0.244873	0.019084	-0.030972	-2.136359	0.260634	0.258588	0.253105	0.015820	0.008974	0.876251	0.481511
 1687526633.907421	1687526633.831098	14.035669	-43.336188	-1.647299	0.297737	0.297717	0.245199	0.028560	-0.018820	-2.137376	0.258712	0.272601	0.253428	0.017045	0.001375	0.876506	0.481087
 1687526634.313675	1687526634.235190	13.977982	-43.235956	-1.644184	0.297757	0.297708	0.245472	0.023847	-0.018155	-2.140357	0.275736	0.255656	0.253641	0.014816	0.002241	0.877240	0.479819
 1687526634.717042	1687526634.637377	13.929571	-43.166058	-1.648586	0.295951	0.295820	0.244631	0.025431	-0.027326	-2.130385	0.267297	0.254858	0.252812	0.017740	0.005795	0.874814	0.484100
 1687526635.120382	1687526635.045894	13.848017	-43.079692	-1.648985	0.295975	0.295910	0.244399	0.025728	-0.024836	-2.121585	0.267140	0.264839	0.252618	0.017287	0.004557	0.872681	0.487963
 1687526635.524465	1687526635.458759	13.786930	-42.979562	-1.642266	0.297060	0.296964	0.244909	0.024955	-0.026511	-2.150904	0.269315	0.262362	0.253092	0.017276	0.005731	0.879738	0.475111
 1687526635.928206	1687526635.861138	13.687716	-42.871916	-1.630815	0.284305	0.284276	0.238925	0.026951	-0.013549	-2.102957	0.260405	0.257805	0.246846	0.015060	-0.000807	0.868104	0.496152
 1687526636.333693	1687526636.265360	13.609769	-42.757862	-1.603678	0.297843	0.297811	0.244901	0.011604	-0.017907	-2.162462	0.273061	0.250622	0.253099	0.009331	0.005173	0.882511	0.470170
 1687526636.741166	1687526636.668583	13.551837	-42.672852	-1.581539	0.292707	0.292768	0.243339	0.021204	-0.021431	-2.109123	0.251000	0.254292	0.251414	0.014508	0.004085	0.869641	0.493454
 1687526637.145945	1687526637.072391	13.490192	-42.570398	-1.579525	0.298499	0.298532	0.245788	0.028276	-0.027978	-2.158163	0.261948	0.257786	0.253884	0.019065	0.005656	0.881443	0.471871
 1687526637.549380	1687526637.476920	13.433754	-42.482435	-1.577160	0.297381	0.297382	0.245072	0.019883	-0.017243	-2.118191	0.271356	0.264962	0.253144	0.012889	0.002649	0.871879	0.489544
 1687526637.961545	1687526637.881513	13.372298	-42.382709	-1.575687	0.289544	0.289486	0.242002	0.030732	-0.010363	-2.140387	0.257240	0.250428	0.250014	0.015966	-0.002829	0.877216	0.479822
 1687526638.365524	1687526638.289491	13.290676	-42.280241	-1.591806	0.285005	0.284857	0.239739	0.025578	-0.014590	-2.141169	0.273585	0.243149	0.247491	0.014720	0.000267	0.877431	0.479478
 1687526638.774268	1687526638.714171	13.211145	-42.180744	-1.612747	0.296862	0.296781	0.244575	0.036233	-0.012371	-2.169054	0.269537	0.250888	0.252700	0.018905	-0.002998	0.883973	0.467146
 1687526639.179024	1687526639.124443	13.120771	-42.063316	-1.618501	0.295492	0.295432	0.244004	0.024738	-0.005785	-2.161216	0.288777	0.248116	0.252086	0.012274	-0.003271	0.882190	0.470723
 1687526639.583089	1687526639.527917	13.039515	-41.952054	-1.609135	0.293197	0.293188	0.243222	0.029653	-0.008575	-2.152596	0.267329	0.245508	0.251197	0.015085	-0.003263	0.880132	0.474478
 1687526639.986569	1687526639.934055	12.971695	-41.867334	-1.594833	0.297447	0.297432	0.245013	0.027289	-0.014176	-2.141368	0.279097	0.248018	0.253211	0.015371	-0.000323	0.877471	0.479383
 1687526640.394245	1687526640.337054	12.896729	-41.757206	-1.581270	0.296954	0.297037	0.244910	0.039564	-0.001358	-2.131118	0.272800	0.250761	0.253033	0.017638	-0.008980	0.874895	0.483909
 1687526640.798535	1687526640.741941	12.855707	-41.654108	-1.568833	0.299097	0.299083	0.245485	0.010790	-0.006785	-2.154752	0.305648	0.247633	0.253448	0.006358	0.000432	0.880709	0.473615
 1687526641.203179	1687526641.146923	12.803314	-41.536806	-1.561712	0.299514	0.299600	0.245905	0.021766	-0.011606	-2.141650	0.253739	0.248794	0.254183	0.012332	-0.000125	0.877560	0.479308
 1687526641.607212	1687526641.551292	12.746987	-41.419612	-1.559191	0.290933	0.290963	0.242239	0.024063	-0.010575	-2.150792	0.261598	0.246870	0.250304	0.013098	-0.001068	0.879733	0.475287
 1687526642.012474	1687526641.956024	12.707267	-41.323203	-1.562271	0.291981	0.292008	0.242708	0.026198	-0.011163	-2.143685	0.266538	0.246813	0.250860	0.014172	-0.001367	0.878030	0.478395
 1687526642.416916	1687526642.361260	12.651543	-41.193331	-1.568679	0.293311	0.293268	0.242949	0.029444	-0.016391	-2.151007	0.268866	0.246961	0.250930	0.016847	0.000213	0.879762	0.475116
 1687526642.822749	1687526642.764268	12.580217	-41.071256	-1.573932	0.290805	0.290798	0.241998	0.032312	-0.016120	-2.137027	0.273230	0.249273	0.250115	0.018039	-0.000714	0.876406	0.481235
 1687526643.230967	1687526643.167621	12.520862	-40.990085	-1.579132	0.291459	0.291456	0.242416	0.031185	-0.015710	-2.140009	0.280430	0.249365	0.250559	0.017448	-0.000596	0.877128	0.479940
 1687526643.635566	1687526643.572166	12.445788	-40.890095	-1.577879	0.302877	0.302858	0.247006	0.015573	-0.018748	-2.141502	0.283044	0.253797	0.255399	0.011327	0.004493	0.877531	0.479365
 1687526644.039939	1687526643.975011	12.379625	-40.814620	-1.564468	0.296543	0.296600	0.244389	0.027012	-0.019519	-2.133881	0.255752	0.255449	0.252531	0.016538	0.002026	0.875670	0.482623
 1687526644.443522	1687526644.378284	12.307265	-40.708958	-1.537550	0.299190	0.299213	0.245839	0.023375	-0.014451	-2.133834	0.272929	0.256193	0.254163	0.013723	0.000684	0.875674	0.482707
 1687526644.853057	1687526644.780366	12.245044	-40.595395	-1.519971	0.291901	0.291923	0.242966	0.023625	-0.018616	-2.124210	0.264737	0.249343	0.251070	0.014849	0.002376	0.873337	0.486884
 1687526645.257734	1687526645.184705	12.190086	-40.501967	-1.515187	0.296851	0.296833	0.244766	0.025544	-0.033213	-2.109005	0.267129	0.254922	0.253009	0.019302	0.008136	0.869569	0.493368
 1687526645.661149	1687526645.587291	12.121958	-40.378688	-1.505398	0.297569	0.297563	0.245111	0.013996	-0.016279	-2.128786	0.267255	0.273485	0.253390	0.010067	0.003723	0.874472	0.484958
 1687526646.066054	1687526645.990484	12.055228	-40.251993	-1.512770	0.292459	0.292439	0.243077	0.033166	-0.025265	-2.137929	0.252824	0.251432	0.251161	0.020612	0.003097	0.876613	0.480744
 1687526646.470968	1687526646.393830	11.996626	-40.165491	-1.518791	0.298021	0.298009	0.245441	0.033587	-0.033398	-2.157407	0.283120	0.261135	0.253735	0.022687	0.006782	0.881231	0.472092
 1687526646.876570	1687526646.797066	11.918387	-40.061909	-1.524276	0.298071	0.297938	0.245290	0.059569	-0.034593	-2.159335	0.279767	0.271204	0.253467	0.034410	0.001202	0.881521	0.470888
 1687526647.279887	1687526647.201112	11.834990	-39.990003	-1.506599	0.294393	0.294463	0.244150	0.001963	-0.031383	-2.109995	0.344580	0.266021	0.252165	0.008593	0.013165	0.869799	0.493156
 1687526647.684634	1687526647.605280	11.748527	-39.885819	-1.502520	0.289972	0.290160	0.241957	0.035407	-0.031392	-2.132020	0.246096	0.267341	0.249730	0.023082	0.005175	0.875167	0.483242
 1687526648.088466	1687526648.008793	11.667657	-39.781513	-1.489476	0.298774	0.298808	0.245353	0.021371	-0.030488	-2.106733	0.282726	0.266355	0.253424	0.016825	0.007962	0.869023	0.494421
 1687526648.491462	1687526648.413055	11.605977	-39.702613	-1.468132	0.291615	0.291680	0.242572	0.026275	-0.033868	-2.111684	0.258450	0.265496	0.250577	0.019770	0.008267	0.870225	0.492189
 1687526648.898387	1687526648.817863	11.541379	-39.608182	-1.447476	0.293586	0.293621	0.243467	0.021070	-0.033435	-2.114827	0.264804	0.269478	0.251571	0.017385	0.009388	0.871004	0.490878
 1687526649.304940	1687526649.220469	11.486337	-39.518192	-1.429598	0.297519	0.297547	0.245216	0.016192	-0.033164	-2.125642	0.260233	0.272195	0.253388	0.015138	0.010550	0.873648	0.486209
 1687526649.708837	1687526649.626156	11.446679	-39.450708	-1.426434	0.298319	0.298311	0.245602	0.035279	-0.034447	-2.114410	0.255745	0.272798	0.253844	0.023821	0.006333	0.870870	0.490895
 1687526650.115537	1687526650.028669	11.383538	-39.361399	-1.429803	0.292730	0.292655	0.243074	0.029419	-0.035936	-2.107153	0.279809	0.268277	0.251154	0.021666	0.008343	0.869094	0.494103
 1687526650.523036	1687526650.431876	11.340698	-39.277816	-1.434442	0.292509	0.292462	0.243083	0.026204	-0.029466	-2.130286	0.270202	0.273053	0.251179	0.018596	0.006543	0.874782	0.484116
 1687526650.930890	1687526650.933871	11.274356	-39.187322	-1.442891	0.297780	0.297672	0.245271	0.022559	-0.035653	-2.122260	0.266766	0.264519	0.253450	0.018540	0.010057	0.872811	0.487602
 1687526651.338000	1687526651.337043	11.199857	-39.115869	-1.438419	0.295502	0.295456	0.244072	0.016975	-0.037674	-2.149115	0.260353	0.273512	0.252224	0.016430	0.012523	0.879268	0.475879
 1687526651.743827	1687526651.740203	11.146666	-39.061802	-1.424382	0.301780	0.301767	0.246920	0.034133	-0.026554	-2.131438	0.257608	0.282787	0.255202	0.021357	0.003360	0.875042	0.483564
 1687526652.150977	1687526652.142792	11.077174	-38.984027	-1.417130	0.296814	0.296705	0.244965	0.036372	-0.029008	-2.105455	0.280760	0.259708	0.253063	0.022978	0.003594	0.868673	0.494840
 1687526652.556923	1687526652.546514	11.024658	-38.901470	-1.407959	0.302143	0.302071	0.247068	0.014492	-0.028595	-2.111141	0.288248	0.264802	0.255386	0.013349	0.008871	0.870121	0.492578
 1687526652.959893	1687526652.948825	10.996401	-38.840709	-1.401821	0.296308	0.296352	0.244859	0.023212	-0.029963	-2.114207	0.254287	0.266136	0.252994	0.017468	0.007344	0.870865	0.491157
 1687526653.369188	1687526653.351690	10.960922	-38.756323	-1.399069	0.299842	0.299816	0.246110	0.030442	-0.029858	-2.126842	0.264259	0.266997	0.254350	0.020554	0.005652	0.873935	0.485576
 1687526653.774876	1687526653.755361	10.935612	-38.689675	-1.394167	0.299466	0.299383	0.246059	0.032246	-0.033765	-2.140011	0.275891	0.266194	0.254279	0.022245	0.007067	0.877095	0.479750
 1687526654.180289	1687526654.158778	10.876037	-38.599225	-1.395755	0.293554	0.293444	0.243652	0.037907	-0.034075	-2.127520	0.272665	0.266303	0.251706	0.024837	0.005689	0.874061	0.485148
 1687526654.586190	1687526654.561854	10.806460	-38.508693	-1.401038	0.298671	0.298604	0.245617	0.025996	-0.030900	-2.132491	0.286337	0.268447	0.253783	0.018844	0.007241	0.875310	0.483140
 1687526654.992322	1687526654.964752	10.741570	-38.444404	-1.402170	0.299589	0.299535	0.246032	0.031842	-0.031349	-2.121544	0.267683	0.267566	0.254123	0.021543	0.005906	0.872637	0.487859
 1687526655.400885	1687526655.367561	10.667394	-38.346858	-1.395910	0.299074	0.299065	0.245854	0.031436	-0.023259	-2.137826	0.274355	0.264751	0.254000	0.019372	0.002633	0.876599	0.480825
 1687526655.806861	1687526655.770922	10.610646	-38.265027	-1.393158	0.292061	0.292042	0.242675	0.031409	-0.021538	-2.126405	0.272489	0.253351	0.250330	0.018957	0.001777	0.873840	0.485840
 1687526656.209895	1687526656.173423	10.551544	-38.162980	-1.407717	0.293638	0.293545	0.243671	0.040157	-0.032402	-2.162844	0.274861	0.253273	0.251740	0.025332	0.004859	0.882486	0.469630
 1687526656.615839	1687526656.577749	10.476169	-38.064487	-1.417112	0.298244	0.298284	0.245205	0.021689	-0.018162	-2.120109	0.288751	0.264580	0.253344	0.013898	0.002621	0.872343	0.488690
 1687526657.020548	1687526656.980991	10.437904	-37.968957	-1.426755	0.298015	0.298074	0.245170	0.029995	-0.012574	-2.155919	0.262294	0.252857	0.253226	0.016186	-0.001557	0.880922	0.472981
 1687526657.427171	1687526657.384712	10.377475	-37.858698	-1.417548	0.299735	0.299706	0.245949	0.014659	-0.017977	-2.114077	0.274949	0.249666	0.254082	0.010800	0.004226	0.870878	0.491363
 1687526657.830830	1687526657.787871	10.307668	-37.747676	-1.401043	0.298260	0.298358	0.245497	0.033755	-0.018029	-2.144510	0.255598	0.253739	0.253525	0.019132	-0.000153	0.878193	0.477924
 1687526658.233965	1687526658.190192	10.253415	-37.651414	-1.389032	0.297664	0.297631	0.245508	0.029552	-0.014852	-2.149597	0.282718	0.252264	0.253641	0.016528	-0.000501	0.879426	0.475748
 1687526658.641410	1687526658.593720	10.174924	-37.527655	-1.394738	0.295908	0.295863	0.244744	0.028511	-0.016636	-2.138602	0.273271	0.249661	0.252843	0.016497	0.000440	0.876802	0.480568
 1687526659.047829	1687526658.995497	10.103042	-37.425940	-1.413399	0.299270	0.299260	0.245768	0.031434	-0.015192	-2.139523	0.272983	0.251948	0.253939	0.017432	-0.000887	0.877010	0.480155
 1687526659.454501	1687526659.398072	10.017134	-37.311448	-1.418946	0.292176	0.292164	0.243072	0.001819	-0.016363	-2.135162	0.272259	0.247743	0.251112	0.004742	0.006729	0.876010	0.482222
 1687526659.859348	1687526659.800901	9.929930	-37.190345	-1.431182	0.298771	0.298954	0.245775	0.033598	-0.009653	-2.162138	0.251018	0.253489	0.253697	0.017093	-0.003643	0.882365	0.470242
 1687526660.263252	1687526660.203015	9.858318	-37.099285	-1.434164	0.293796	0.293825	0.243419	0.025356	-0.007525	-2.156057	0.279082	0.245939	0.251436	0.012949	-0.002683	0.880972	0.472983
 1687526660.667791	1687526660.605074	9.786140	-36.997158	-1.425872	0.298946	0.299032	0.245422	0.021257	-0.009110	-2.160398	0.266771	0.247682	0.253480	0.011521	-0.000990	0.882015	0.471079
 1687526661.073103	1687526661.008665	9.734139	-36.898330	-1.399969	0.293533	0.293592	0.242508	0.021146	-0.009800	-2.150857	0.258844	0.245134	0.249968	0.011631	-0.000715	0.879759	0.475277
 1687526661.480762	1687526661.412343	9.699888	-36.810847	-1.381995	0.291133	0.291092	0.242257	0.037461	-0.027909	-2.171175	0.259211	0.245470	0.250336	0.023073	0.003607	0.884458	0.466035
 1687526661.884279	1687526661.816983	9.617405	-36.698624	-1.376727	0.299007	0.298967	0.245629	0.011843	-0.018646	-2.119197	0.282142	0.258982	0.253799	0.009725	0.005234	0.872133	0.489144
 1687526662.287280	1687526662.220779	9.534495	-36.595020	-1.373802	0.297481	0.297508	0.245303	0.018697	-0.012351	-2.152459	0.253342	0.253588	0.253373	0.011159	0.000998	0.880146	0.474570
 1687526662.691238	1687526662.623767	9.441712	-36.469478	-1.382232	0.290422	0.290417	0.242019	0.004758	-0.012743	-2.116927	0.255177	0.245955	0.249904	0.005197	0.004387	0.871591	0.490187
 1687526663.097394	1687526663.026553	9.356791	-36.341155	-1.384185	0.294082	0.294137	0.243499	0.021487	-0.014443	-2.158073	0.249155	0.248411	0.251392	0.012880	0.001292	0.881466	0.472070
 1687526663.503690	1687526663.430098	9.283516	-36.248219	-1.373287	0.295042	0.295057	0.243932	0.010382	-0.012518	-2.130965	0.259832	0.248664	0.251927	0.007572	0.002964	0.875009	0.484038
 1687526663.907382	1687526663.833988	9.202879	-36.145010	-1.360632	0.299566	0.299766	0.246501	0.025239	-0.015959	-2.160694	0.253469	0.249803	0.254051	0.014889	0.001094	0.882070	0.470881
 1687526664.311991	1687526664.238320	9.127202	-36.047805	-1.351950	0.296267	0.296274	0.244589	0.020592	-0.019900	-2.139127	0.260939	0.248817	0.252305	0.013809	0.003779	0.876950	0.480368
 1687526664.719763	1687526664.641326	9.073519	-35.975236	-1.334145	0.297711	0.297695	0.245007	0.046993	-0.025406	-2.169683	0.257292	0.251061	0.252901	0.026704	0.000257	0.884053	0.466622
 1687526665.124937	1687526665.043388	8.998255	-35.862829	-1.314835	0.297582	0.297578	0.245126	0.022699	-0.015358	-2.144748	0.278485	0.250549	0.252685	0.013639	0.001319	0.878297	0.477919
 1687526665.531470	1687526665.448802	8.927716	-35.766296	-1.286214	0.299000	0.298998	0.246035	0.024757	-0.020246	-2.149838	0.259455	0.249632	0.253634	0.015703	0.003013	0.879499	0.475632
 1687526665.937821	1687526665.851547	8.839576	-35.633042	-1.275664	0.300641	0.300690	0.247071	0.015142	0.001996	-2.097704	0.259557	0.251159	0.254314	0.006065	-0.004640	0.866822	0.498559
 1687526666.340988	1687526666.257640	8.749243	-35.473488	-1.280121	0.293577	0.293706	0.244103	0.011274	-0.001990	-2.123880	0.253857	0.246151	0.251234	0.005408	-0.001878	0.873291	0.487166
 1687526666.744273	1687526666.660401	8.676657	-35.354665	-1.300455	0.292379	0.292427	0.243033	0.045797	-0.005828	-2.139081	0.251775	0.244885	0.250237	0.021480	-0.008448	0.876778	0.480341
 1687526667.147836	1687526667.063310	8.574024	-35.215362	-1.304021	0.297538	0.297498	0.245017	0.035732	-0.022490	-2.191372	0.288878	0.246810	0.252320	0.021028	0.001826	0.889136	0.457156
 1687526667.551260	1687526667.465845	8.459132	-35.083323	-1.283763	0.296721	0.296710	0.244713	0.035760	-0.001214	-2.125299	0.273926	0.251307	0.252105	0.015915	-0.008169	0.873513	0.486472
 1687526667.956271	1687526667.868839	8.405024	-34.975822	-1.275787	0.298603	0.298608	0.246058	0.040424	-0.015948	-2.167969	0.283177	0.248364	0.253715	0.021592	-0.002408	0.883696	0.467557
 1687526668.360836	1687526668.271976	8.325662	-34.855474	-1.280301	0.296368	0.296285	0.245073	0.044956	-0.023143	-2.148801	0.284039	0.248357	0.252442	0.025272	-0.000532	0.879148	0.475878
 1687526668.767651	1687526668.675095	8.260432	-34.778891	-1.277809	0.292553	0.292501	0.242965	0.026814	-0.014841	-2.158330	0.287771	0.249094	0.250247	0.015321	0.000212	0.881507	0.471922
 1687526669.175050	1687526669.178984	8.179820	-34.669250	-1.272881	0.301673	0.301634	0.247074	0.057461	-0.021385	-2.174571	0.265728	0.250490	0.254399	0.030401	-0.003891	0.885095	0.464400
