t	t_ros	pos_x	pos_y	pos_z	var_pos_x	var_pos_y	var_pos_z	ori_x	ori_y	ori_z	var_ori_x	var_ori_y	var_ori_z	qx	qy	qz	qw
 1687525842.351174	1687525842.289952	17.009295	-25.057330	-1.014102	0.241160	0.241227	0.215362	0.002755	-0.012972	2.889598	0.223778	0.219403	0.221153	0.000552	0.006608	0.992050	-0.125670
 1687525842.657681	1687525842.592243	16.908411	-25.085645	-1.011502	0.238622	0.238637	0.213496	0.003470	-0.008060	2.893660	0.221574	0.217458	0.219403	0.001224	0.004214	0.992316	-0.123655
 1687525842.967018	1687525842.894680	16.814065	-25.110321	-1.006435	0.238479	0.238493	0.213473	0.000318	-0.015639	2.895726	0.222195	0.215889	0.219468	-0.000801	0.007780	0.992423	-0.122621
 1687525843.270888	1687525843.198182	16.730147	-25.134122	-0.996620	0.234122	0.234135	0.210842	-0.006840	-0.017178	2.900338	0.219837	0.215690	0.216681	-0.004429	0.008115	0.992694	-0.120301
 1687525843.674755	1687525843.603734	16.649834	-25.161152	-1.005098	0.294923	0.295043	0.243466	0.022615	-0.011375	2.917812	0.257428	0.250402	0.250308	0.010601	0.006914	0.993660	-0.111712
 1687525844.079414	1687525844.007843	16.539241	-25.159941	-0.991870	0.293230	0.293278	0.243500	-0.019965	-0.026879	2.875803	0.277363	0.246021	0.250378	-0.011674	0.011997	0.991061	-0.132353
 1687525844.383847	1687525844.311405	16.441503	-25.180213	-0.981362	0.238513	0.238475	0.214291	-0.000308	-0.031372	2.893450	0.251203	0.231582	0.219861	-0.002094	0.015546	0.992191	-0.123735
 1687525844.692209	1687525844.613873	16.355673	-25.202934	-0.977321	0.237522	0.237563	0.213035	-0.001699	-0.013018	2.914231	0.223626	0.231109	0.218953	-0.001582	0.006370	0.993525	-0.113428
 1687525844.996473	1687525844.914536	16.276088	-25.209525	-0.965519	0.232576	0.232580	0.209933	-0.014555	-0.012931	2.907994	0.219070	0.214540	0.215742	-0.007981	0.005573	0.993145	-0.116482
 1687525845.302716	1687525845.216363	16.201130	-25.218749	-0.976059	0.235902	0.235796	0.212047	-0.003984	-0.019586	2.910259	0.235534	0.217616	0.217680	-0.003109	0.009497	0.993271	-0.115384
 1687525845.609599	1687525845.566273	16.106560	-25.227867	-0.965961	0.232740	0.232732	0.209411	-0.016342	-0.022603	2.891867	0.220505	0.218378	0.215058	-0.009514	0.010195	0.992130	-0.124435
 1687525845.913310	1687525845.868430	16.041734	-25.244975	-0.950717	0.237381	0.237360	0.212864	-0.023705	-0.015314	2.893271	0.244077	0.226402	0.218700	-0.012709	0.006130	0.992214	-0.123740
 1687525846.219404	1687525846.170411	15.982132	-25.266156	-0.943347	0.233794	0.233783	0.210724	-0.022931	-0.002529	2.889310	0.257630	0.219275	0.216444	-0.011533	-0.000188	0.991991	-0.125784
 1687525846.522746	1687525846.474665	15.924982	-25.283646	-0.945048	0.227996	0.227947	0.206713	-0.029372	-0.013144	2.870145	0.248284	0.209290	0.212367	-0.015439	0.004524	0.990688	-0.135194
 1687525846.827743	1687525846.778316	15.842012	-25.309654	-0.956479	0.236670	0.236623	0.212345	-0.017566	-0.014477	2.884349	0.280662	0.221220	0.218101	-0.009639	0.006052	0.991684	-0.128196
 1687525847.134948	1687525847.080570	15.781788	-25.338794	-0.963853	0.238738	0.238780	0.213611	-0.012198	-0.003682	2.904217	0.249870	0.221995	0.219417	-0.006274	0.001106	0.992946	-0.118396
 1687525847.541087	1687525847.485034	15.730180	-25.355126	-0.958603	0.290553	0.290649	0.242116	-0.060063	0.002942	2.868125	0.266274	0.244832	0.249041	-0.029546	-0.005550	0.990213	-0.136290
 1687525847.947463	1687525847.888196	15.653947	-25.384610	-0.979740	0.289308	0.289359	0.242119	0.012789	-0.006055	2.893873	0.481793	0.246359	0.248974	0.005972	0.003794	0.992312	-0.123559
 1687525848.253112	1687525848.192143	15.592541	-25.422074	-1.001047	0.235419	0.235585	0.212040	-0.005732	-0.001438	2.881731	0.232934	0.213331	0.217749	-0.002935	0.000341	0.991567	-0.129563
 1687525848.560832	1687525848.495249	15.531763	-25.447131	-0.993885	0.235618	0.235708	0.211961	-0.027363	0.007259	2.878398	0.225658	0.213558	0.217944	-0.013086	-0.005393	0.991248	-0.131254
 1687525848.967050	1687525848.902530	15.481042	-25.471123	-1.004793	0.291254	0.291334	0.242123	-0.004656	0.007501	2.871413	0.310085	0.243878	0.249310	-0.001802	-0.004030	0.990878	-0.134686
 1687525849.270175	1687525849.210716	15.420722	-25.499252	-1.014951	0.238012	0.238035	0.213384	0.008389	0.004473	2.875579	0.226588	0.215797	0.219556	0.004454	-0.001660	0.991158	-0.132604
 1687525849.673450	1687525849.613626	15.345514	-25.537785	-1.016415	0.293216	0.293261	0.242991	0.003618	-0.000443	2.861856	0.262252	0.245823	0.250309	0.001761	0.000471	0.990233	-0.139413
 1687525850.081021	1687525850.018522	15.263210	-25.576379	-1.027137	0.295257	0.295270	0.244243	-0.001398	-0.006558	2.874004	0.258960	0.246209	0.251770	-0.001130	0.003156	0.991058	-0.133393
 1687525850.384767	1687525850.319216	15.198408	-25.614527	-1.032220	0.239987	0.240018	0.214577	-0.004605	-0.012579	2.889151	0.226393	0.217196	0.220925	-0.003076	0.005949	0.992024	-0.125869
 1687525852.990793	1687525853.066319	14.984169	-25.683087	-1.010803	0.250684	0.250855	0.221426	0.149840	0.021476	3.024086	0.230726	0.225478	0.227358	0.075345	-0.006294	0.995464	-0.057749
 1687525853.295635	1687525853.288934	14.898655	-25.691025	-1.001197	0.237626	0.238472	0.215165	0.053977	0.004898	3.064010	0.866237	0.224686	0.218468	0.027060	-0.001400	0.998883	-0.038701
 1687525853.601206	1687525853.591650	14.811523	-25.699755	-0.968543	0.236451	0.236589	0.212394	-0.003030	0.018606	2.954115	0.358636	0.213753	0.216335	-0.000638	-0.009404	0.995564	-0.093612
 1687525854.004881	1687525853.996173	14.738245	-25.696976	-0.943935	0.289687	0.290110	0.241491	-0.027384	-0.003720	2.860857	0.247473	0.247732	0.247852	-0.013817	-0.000074	0.990074	-0.139869
 1687525854.316199	1687525854.302515	14.649812	-25.733160	-0.939990	0.240123	0.240405	0.215194	-0.010022	-0.002730	2.863181	0.257971	0.217425	0.220880	-0.005152	0.000656	0.990314	-0.138748
 1687525854.619841	1687525854.606509	14.573679	-25.763779	-0.938672	0.239700	0.239808	0.214850	-0.020364	-0.001735	2.843396	0.229643	0.216139	0.220356	-0.010198	-0.000655	0.988855	-0.148530
 1687525855.026551	1687525855.011571	14.512604	-25.800036	-0.939835	0.288123	0.288346	0.240655	-0.030179	-0.003245	2.871896	0.273584	0.243055	0.247570	-0.015170	-0.000421	0.990811	-0.134400
 1687525855.331965	1687525855.315107	14.431124	-25.847476	-0.950142	0.237339	0.237412	0.213128	-0.021288	-0.007533	2.878250	0.259083	0.215947	0.219232	-0.011046	0.002337	0.991286	-0.131243
 1687525855.636388	1687525855.617518	14.359999	-25.888311	-0.961696	0.236419	0.236429	0.212045	0.005573	-0.007701	2.900467	0.243954	0.215667	0.217868	0.002303	0.004157	0.992729	-0.120280
 1687525855.941618	1687525855.920847	14.284261	-25.915372	-0.952262	0.237966	0.237973	0.213166	-0.015519	-0.008167	2.888365	0.223976	0.215370	0.219118	-0.008213	0.003071	0.991961	-0.126240
 1687525856.346796	1687525856.324280	14.178116	-25.948447	-0.958526	0.291573	0.291608	0.242346	0.015252	-0.007654	2.902222	0.267996	0.246301	0.249473	0.007114	0.004710	0.992807	-0.119424
 1687525856.653231	1687525856.627562	14.091710	-25.984558	-0.962629	0.238609	0.238676	0.213974	-0.001185	-0.014648	2.893320	0.234050	0.215701	0.219937	-0.001495	0.007194	0.992279	-0.123810
 1687525857.061326	1687525857.029946	14.000919	-26.029842	-0.975574	0.294420	0.294459	0.243682	0.030175	-0.014635	2.893483	0.256186	0.248999	0.250943	0.014065	0.009127	0.992162	-0.123829
 1687525857.368242	1687525857.332915	13.903585	-26.060459	-0.979180	0.237884	0.237865	0.213119	0.056907	-0.008732	2.900962	0.262261	0.215460	0.219158	0.027720	0.007747	0.992345	-0.120099
 1687525857.671390	1687525857.635442	13.790863	-26.081073	-0.960986	0.240041	0.240157	0.214765	0.015677	-0.002258	2.898176	0.352904	0.216559	0.220836	0.007643	0.002072	0.992570	-0.121413
 1687525858.077964	1687525858.042930	13.673191	-26.105286	-0.957035	0.287626	0.287591	0.240469	-0.016651	-0.005918	2.876198	0.263721	0.242198	0.247429	-0.008644	0.001831	0.991173	-0.132279
 1687525858.382088	1687525858.347219	13.582177	-26.135715	-0.970564	0.238354	0.238381	0.213528	-0.006205	-0.009094	2.876463	0.239231	0.216313	0.219503	-0.003676	0.004097	0.991213	-0.132161
 1687525858.691207	1687525858.649763	13.492368	-26.168701	-0.981681	0.235919	0.235940	0.211805	-0.007622	-0.003898	2.880777	0.227549	0.214816	0.217666	-0.004032	0.001437	0.991501	-0.130030
 1687525859.098402	1687525859.052532	13.383620	-26.207097	-0.992908	0.295887	0.295962	0.243781	0.036856	-0.018810	2.868246	0.262152	0.246107	0.250854	0.016973	0.011826	0.990439	-0.136391
 1687525859.506200	1687525859.456467	13.285780	-26.235726	-1.024351	0.296256	0.296270	0.244032	0.071487	-0.016993	2.863224	0.317556	0.246583	0.251152	0.034211	0.013366	0.989619	-0.138942
 1687525859.809675	1687525859.759571	13.168487	-26.258440	-0.990759	0.241854	0.241997	0.216390	-0.036443	-0.018385	2.843896	0.404775	0.217988	0.222405	-0.019381	0.006387	0.988761	-0.148103
 1687525860.214701	1687525860.163588	13.075554	-26.282746	-0.995151	0.293021	0.293274	0.244005	0.004632	-0.032045	2.850722	0.336763	0.256169	0.250407	-0.000031	0.016188	0.989308	-0.144941
 1687525860.520083	1687525860.469728	12.986402	-26.319467	-1.002357	0.238492	0.238546	0.213650	-0.004506	-0.018330	2.883884	0.229747	0.227680	0.219543	-0.003412	0.008799	0.991668	-0.128472
 1687525860.824166	1687525860.781549	12.876877	-26.360137	-0.992378	0.238974	0.239021	0.213843	-0.018975	-0.010391	2.882654	0.229466	0.220084	0.219773	-0.010078	0.003927	0.991579	-0.129052
 1687525861.127561	1687525861.083954	12.785045	-26.378213	-0.987950	0.236894	0.236925	0.212475	-0.004793	-0.017668	2.882113	0.248159	0.217347	0.218204	-0.003519	0.008450	0.991557	-0.129350
 1687525861.432985	1687525861.386269	12.702746	-26.407105	-0.982554	0.234961	0.234957	0.211158	-0.014960	-0.022847	2.907881	0.227633	0.218233	0.217020	-0.008760	0.010473	0.993098	-0.116494
 1687525861.738336	1687525861.688071	12.623403	-26.438710	-0.981860	0.234405	0.234374	0.211094	-0.019263	-0.023299	2.899435	0.241412	0.223418	0.216891	-0.010967	0.010400	0.992579	-0.120658
 1687525862.146352	1687525862.092229	12.520952	-26.484625	-0.998559	0.294912	0.294948	0.242994	-0.010487	-0.024280	2.894537	0.288537	0.258106	0.250029	-0.006699	0.011401	0.992301	-0.123140
 1687525862.453246	1687525862.394721	12.426323	-26.523688	-0.975398	0.239404	0.239391	0.214447	-0.055249	-0.015751	2.894623	0.238868	0.228247	0.220352	-0.028380	0.004410	0.992003	-0.122905
 1687525862.758647	1687525862.699332	12.321480	-26.553755	-0.960091	0.234301	0.234263	0.211172	-0.021985	-0.016833	2.871142	0.413948	0.226377	0.217007	-0.012026	0.006857	0.990788	-0.134709
 1687525863.161832	1687525863.104379	12.218772	-26.590159	-0.967936	0.295445	0.295535	0.243881	-0.033698	-0.005722	2.881201	0.298230	0.254480	0.250852	-0.017077	0.000649	0.991398	-0.129762
 1687525863.466545	1687525863.428143	12.119635	-26.623297	-0.977880	0.236987	0.236950	0.212832	0.008534	-0.024566	2.868935	0.299420	0.217874	0.218661	0.002558	0.012748	0.990631	-0.135947
 1687525863.772013	1687525863.730225	12.014025	-26.664922	-0.992589	0.235575	0.235614	0.211812	-0.002798	-0.015011	2.874721	0.228664	0.222566	0.217492	-0.002385	0.007253	0.991083	-0.133026
 1687525864.175865	1687525864.135313	11.910087	-26.705857	-0.990626	0.294286	0.294376	0.243518	-0.030673	-0.008452	2.861640	0.261416	0.250129	0.250610	-0.015775	0.002045	0.990103	-0.139438
 1687525864.479311	1687525864.437799	11.825560	-26.724217	-1.004418	0.238074	0.238066	0.213679	0.015926	-0.031747	2.821766	0.292847	0.220344	0.219632	0.005333	0.016938	0.987065	-0.159332
 1687525864.789500	1687525864.740243	11.737948	-26.739643	-1.019193	0.235061	0.235059	0.211395	-0.005375	-0.028811	2.844027	0.237280	0.226563	0.217285	-0.004793	0.013847	0.988852	-0.148180
 1687525865.195112	1687525865.143614	11.633172	-26.793972	-1.017145	0.294256	0.294203	0.243258	-0.024752	-0.016536	2.865203	0.267391	0.261599	0.250353	-0.013396	0.006484	0.990371	-0.137639
 1687525865.504842	1687525865.448141	11.538299	-26.812407	-1.019613	0.233955	0.233900	0.211196	-0.000133	-0.013788	2.839741	0.269757	0.221770	0.216515	-0.001102	0.006806	0.988609	-0.150350
 1687525865.808466	1687525865.750443	11.423647	-26.841857	-1.013084	0.240339	0.240312	0.214592	-0.004095	-0.008299	2.844297	0.230586	0.219741	0.220466	-0.002640	0.003800	0.988963	-0.148091
 1687525866.212755	1687525866.155132	11.311461	-26.875992	-1.012050	0.291888	0.291832	0.242321	-0.004561	-0.006557	2.826860	0.261616	0.246333	0.249514	-0.002766	0.002881	0.987637	-0.156709
 1687525866.618059	1687525866.560169	11.180008	-26.916464	-1.017891	0.294043	0.293997	0.243717	-0.015830	0.006925	2.824932	0.263723	0.247122	0.251079	-0.007270	-0.004667	0.987451	-0.157691
 1687525867.024132	1687525866.964332	11.062600	-26.950290	-1.027831	0.296503	0.296440	0.244938	-0.006383	0.004093	2.818876	0.281356	0.247124	0.252420	-0.002821	-0.002533	0.987002	-0.160664
 1687525867.328055	1687525867.270036	10.945228	-26.999285	-1.031180	0.240857	0.240847	0.215345	-0.007176	0.008559	2.829874	0.232702	0.217119	0.221631	-0.002880	-0.004784	0.987861	-0.155242
 1687525867.635620	1687525867.572850	10.846138	-27.029087	-1.035284	0.237544	0.237531	0.213051	-0.011836	0.013529	2.826455	0.229686	0.215786	0.219084	-0.004783	-0.007609	0.987566	-0.156951
 1687525868.038505	1687525867.980025	10.747684	-27.053395	-1.044594	0.289677	0.289753	0.241107	-0.004919	0.014767	2.844047	0.265039	0.245783	0.248298	-0.001338	-0.007666	0.988921	-0.148238
 1687525868.343418	1687525868.282144	10.631413	-27.098776	-1.049301	0.238701	0.238708	0.213654	-0.001159	0.013354	2.848019	0.227278	0.219218	0.219817	0.000403	-0.006690	0.989223	-0.146261
 1687525868.650575	1687525868.584285	10.541978	-27.130296	-1.048069	0.237575	0.237597	0.213094	-0.003132	0.006387	2.822588	0.225525	0.218499	0.218935	-0.001039	-0.003402	0.987299	-0.158831
 1687525868.955351	1687525868.923065	10.449435	-27.145741	-1.045491	0.235835	0.235832	0.211779	-0.015067	0.002964	2.793142	0.225874	0.214110	0.217608	-0.007162	-0.002765	0.984830	-0.173351
 1687525869.264546	1687525869.226088	10.363937	-27.156093	-1.039785	0.238825	0.238838	0.213437	-0.027205	0.001563	2.758434	0.244422	0.215149	0.219518	-0.013204	-0.003357	0.981612	-0.190402
 1687525869.571811	1687525869.527949	10.264716	-27.183413	-1.028778	0.238212	0.238205	0.212860	-0.019561	0.001107	2.740105	0.278538	0.215488	0.218938	-0.009474	-0.002493	0.979870	-0.199394
 1687525869.875391	1687525869.829015	10.191971	-27.201317	-1.004318	0.239847	0.239832	0.214220	-0.043003	-0.018132	2.711177	0.259632	0.216348	0.220149	-0.022939	0.004263	0.976708	-0.213302
 1687525870.287071	1687525870.231508	10.118526	-27.207594	-0.986383	0.290129	0.290129	0.241287	-0.045335	-0.025913	2.643451	0.432508	0.276693	0.248341	-0.025157	0.006966	0.968884	-0.246135
 1687525870.594685	1687525870.538171	10.037914	-27.240937	-0.989456	0.241795	0.241781	0.215890	-0.015695	-0.021348	2.634213	0.402372	0.270871	0.222284	-0.010275	0.008362	0.967929	-0.250874
 1687525870.903014	1687525870.842256	10.002370	-27.266437	-0.967753	0.238102	0.238099	0.213746	-0.086840	-0.032397	2.620530	0.262223	0.242544	0.219545	-0.046104	0.004457	0.965397	-0.256638
 1687525871.310851	1687525871.248418	9.922369	-27.279212	-0.983876	0.294456	0.294499	0.243833	-0.043825	-0.037240	2.558338	0.788538	0.356658	0.250830	-0.026334	0.011530	0.957499	-0.287002
 1687525871.614198	1687525871.551340	9.868509	-27.284566	-0.991101	0.238538	0.238493	0.213804	-0.000411	-0.028049	2.534699	0.408004	0.319636	0.219786	-0.004387	0.013322	0.954219	-0.298779
 1687525871.920187	1687525871.854744	9.831519	-27.288313	-0.970472	0.236668	0.236789	0.212993	-0.036897	-0.038940	2.519411	0.233340	0.251391	0.218719	-0.023517	0.012886	0.951768	-0.305645
 1687525872.224843	1687525872.156687	9.793787	-27.280553	-0.965923	0.237657	0.237706	0.213447	-0.045636	-0.035908	2.462736	0.350951	0.314665	0.219534	-0.027487	0.009329	0.942684	-0.332422
 1687525872.531351	1687525872.458308	9.757698	-27.274692	-0.977443	0.234053	0.234076	0.210620	-0.007323	-0.031395	2.439047	0.359202	0.298058	0.216675	-0.008838	0.013478	0.938833	-0.343995
 1687525872.934668	1687525872.861636	9.727196	-27.302954	-0.981463	0.294578	0.294814	0.243279	-0.033413	-0.030017	2.428958	0.270899	0.294770	0.250233	-0.020889	0.008236	0.937039	-0.348502
 1687525873.239752	1687525873.163622	9.724141	-27.331221	-0.989811	0.236938	0.237023	0.213636	-0.021230	-0.037457	2.434659	0.296046	0.270192	0.219037	-0.016439	0.013895	0.938030	-0.345886
 1687525873.547114	1687525873.469612	9.701499	-27.328845	-0.993996	0.231391	0.231433	0.209432	-0.050628	-0.023418	2.356994	0.259860	0.280289	0.214812	-0.027862	0.001140	0.923786	-0.381891
 1687525873.956513	1687525873.874120	9.679153	-27.371307	-1.010224	0.293922	0.293664	0.243079	-0.026019	-0.025906	2.332921	0.403236	0.302986	0.250039	-0.017054	0.006790	0.919275	-0.393187
 1687525874.363557	1687525874.318883	9.663777	-27.398261	-1.001274	0.293688	0.293686	0.244266	-0.086991	-0.034461	2.281010	0.301607	0.294058	0.251056	-0.046693	-0.002491	0.908163	-0.415998
 1687525874.667626	1687525874.621931	9.676456	-27.415336	-1.034793	0.239379	0.239274	0.215256	-0.042591	-0.042432	2.270291	0.517954	0.317617	0.220591	-0.028251	0.010245	0.906377	-0.421400
 1687525875.074046	1687525875.026069	9.670640	-27.453151	-1.034875	0.295265	0.295304	0.243868	-0.064149	-0.018888	2.246174	0.366228	0.373389	0.250586	-0.032993	-0.005373	0.901068	-0.432387
 1687525875.378315	1687525875.328648	9.671093	-27.475249	-1.029656	0.238325	0.238442	0.214510	-0.071476	-0.029078	2.230064	0.398081	0.256060	0.219654	-0.038475	-0.002679	0.897485	-0.439355
 1687525875.685237	1687525875.632843	9.667914	-27.492256	-1.036350	0.237437	0.237425	0.213340	-0.050915	-0.033978	2.200097	0.441890	0.289431	0.218547	-0.030385	0.003592	0.891008	-0.452955
 1687525876.090667	1687525876.037277	9.666076	-27.536744	-1.040658	0.291968	0.292012	0.242394	-0.057716	-0.026582	2.151224	0.394660	0.340972	0.249266	-0.031699	-0.002021	0.879619	-0.474616
 1687525876.395214	1687525876.340184	9.680993	-27.557944	-1.047077	0.239937	0.240028	0.214979	-0.051155	-0.013428	2.156636	0.379175	0.279177	0.220552	-0.025708	-0.006177	0.880937	-0.472494
 1687525876.700424	1687525876.643434	9.673670	-27.560606	-1.038206	0.238478	0.238680	0.213743	-0.056020	-0.010520	2.117479	0.337395	0.235640	0.219208	-0.026990	-0.009139	0.871457	-0.489644
 1687525877.003268	1687525876.946841	9.671062	-27.567520	-1.031075	0.238306	0.238267	0.213969	-0.049111	-0.027459	2.054901	0.356919	0.230001	0.219502	0.028111	0.000944	-0.855819	0.516510
 1687525877.410070	1687525877.350701	9.680062	-27.610111	-1.034694	0.290884	0.290949	0.241470	-0.044162	-0.022532	2.041426	0.372868	0.306345	0.248464	0.024709	0.001940	-0.852349	0.522386
 1687525877.712952	1687525877.653773	9.691141	-27.619465	-1.014488	0.239621	0.239678	0.214923	-0.068247	-0.013866	2.005040	0.318444	0.258178	0.220409	0.032483	0.012521	-0.842446	0.537654
 1687525878.018818	1687525877.956169	9.694897	-27.632285	-0.999783	0.236091	0.236145	0.212692	-0.062117	-0.017046	1.973428	0.404109	0.231490	0.218128	0.030602	0.010017	-0.833932	0.550927
 1687525878.425688	1687525878.357657	9.700305	-27.677741	-1.007179	0.285911	0.285996	0.240011	-0.048136	-0.015780	1.965133	0.409711	0.263192	0.246795	0.024397	0.006792	-0.831763	0.554553
 1687525878.728552	1687525878.659485	9.700918	-27.682955	-1.001236	0.238304	0.238359	0.214108	-0.105235	-0.014891	1.896432	0.320211	0.232453	0.219403	0.047060	0.024628	-0.811458	0.581992
 1687525879.131978	1687525879.067981	9.699098	-27.700846	-1.004631	0.289744	0.289536	0.241883	-0.066893	-0.018152	1.867037	0.649193	0.257502	0.248129	0.032273	0.012606	-0.803416	0.594409
 1687525879.539635	1687525879.492053	9.718188	-27.710591	-1.009283	0.294351	0.294502	0.243869	-0.048713	-0.012263	1.863984	0.465281	0.267532	0.250869	0.023206	0.009600	-0.802645	0.595928
 1687525879.851778	1687525879.794272	9.711247	-27.719633	-0.993310	0.241057	0.241246	0.215679	-0.062617	-0.015834	1.811856	0.321835	0.225183	0.221805	0.029517	0.013085	-0.786740	0.616439
 1687525880.155723	1687525880.097518	9.717545	-27.724534	-0.995121	0.238391	0.238446	0.213985	-0.057607	-0.018271	1.771706	0.389425	0.227613	0.219755	0.028080	0.011147	-0.774268	0.632137
 1687525880.563982	1687525880.500416	9.726910	-27.740018	-0.997232	0.290964	0.291204	0.240813	-0.036061	-0.006411	1.771822	0.408886	0.258886	0.247354	0.015991	0.008923	-0.774398	0.632433
 1687525880.870544	1687525880.803696	9.732596	-27.745165	-0.981005	0.238925	0.239164	0.213984	-0.069507	-0.011548	1.755410	0.281583	0.217303	0.220153	0.030416	0.017761	-0.768925	0.638368
 1687525881.277006	1687525881.210765	9.723483	-27.754935	-0.992924	0.294026	0.294144	0.243698	-0.022475	-0.018539	1.668883	0.459266	0.249116	0.250753	0.014550	0.000679	-0.740913	0.671443
 1687525881.584694	1687525881.512634	9.723768	-27.774228	-1.000106	0.235325	0.235493	0.211649	-0.017337	-0.019485	1.650064	0.236050	0.224977	0.217528	0.012978	-0.001275	-0.734564	0.678414
 1687525881.889073	1687525881.814075	9.745651	-27.790928	-0.997055	0.240253	0.240427	0.214628	-0.030597	-0.021363	1.664139	0.230889	0.229629	0.220667	0.018501	0.002404	-0.739308	0.673109
 1687525882.293340	1687525882.217465	9.728657	-27.805254	-0.987241	0.290857	0.291028	0.241926	-0.055312	-0.024527	1.569586	0.293887	0.259413	0.249132	0.028213	0.010901	-0.706595	0.706971
 1687525882.699236	1687525882.622931	9.726607	-27.829434	-0.987908	0.294993	0.295015	0.244390	-0.046702	-0.023806	1.555519	0.411388	0.266701	0.251757	0.024861	0.008285	-0.701642	0.712048
 1687525883.104387	1687525883.025037	9.728241	-27.856736	-0.993441	0.296376	0.296457	0.244997	-0.048903	-0.027300	1.518256	0.363063	0.264227	0.252468	0.026726	0.008343	-0.688261	0.724922
 1687525883.410200	1687525883.327234	9.722916	-27.887952	-0.997666	0.239614	0.239627	0.214629	-0.042119	-0.029880	1.486666	0.341884	0.238885	0.220894	0.025245	0.005393	-0.676752	0.735759
 1687525883.713182	1687525883.629564	9.735022	-27.909822	-1.006192	0.233277	0.233269	0.210235	-0.040109	-0.031479	1.502708	0.303747	0.236073	0.216332	0.025186	0.003911	-0.682638	0.730312
 1687525884.117280	1687525884.035846	9.727478	-27.930777	-1.009308	0.290634	0.290732	0.241441	-0.060498	-0.024488	1.423830	0.346086	0.274980	0.248611	0.029022	0.014902	-0.653218	0.756467
 1687525884.421111	1687525884.338637	9.713838	-27.970485	-1.015348	0.238144	0.238162	0.213023	-0.038237	-0.021116	1.380511	0.428747	0.236467	0.218915	0.020311	0.008019	-0.636738	0.770771
 1687525884.724528	1687525884.691716	9.712319	-28.009322	-1.005823	0.238632	0.238672	0.213434	-0.036004	-0.025416	1.363177	0.312345	0.232725	0.219632	0.021207	0.005973	-0.630052	0.776240
 1687525885.130032	1687525885.095695	9.732737	-28.040105	-1.004155	0.286774	0.286872	0.240239	-0.042603	-0.037123	1.390049	0.337751	0.268302	0.247456	0.027890	0.004473	-0.640452	0.767478
 1687525885.438589	1687525885.398812	9.730833	-28.068030	-1.018975	0.237157	0.237266	0.212917	-0.042704	-0.012497	1.344412	0.337834	0.261147	0.218979	0.018183	0.012815	-0.622664	0.782173
 1687525885.742836	1687525885.701991	9.704400	-28.113754	-1.021826	0.239565	0.239567	0.214353	-0.061317	-0.027028	1.235980	0.331790	0.223994	0.220288	0.028768	0.017156	-0.579410	0.814347
 1687525886.149403	1687525886.104895	9.696496	-28.158170	-1.021873	0.286223	0.286264	0.239521	-0.050981	-0.032123	1.237944	0.489060	0.281106	0.246427	0.027863	0.011441	-0.580268	0.813868
 1687525886.555435	1687525886.509200	9.713264	-28.201069	-1.024371	0.294019	0.294059	0.243758	-0.050506	-0.043872	1.197115	0.457765	0.301802	0.251300	0.032339	0.008500	-0.563594	0.825375
 1687525886.865128	1687525886.815716	9.728177	-28.252373	-1.038013	0.239551	0.239558	0.214512	-0.035624	-0.039639	1.181856	0.412597	0.304987	0.220766	0.026376	0.003748	-0.557227	0.829933
 1687525887.272974	1687525887.218975	9.742322	-28.291847	-1.046381	0.295988	0.296148	0.244303	-0.045193	-0.041729	1.187258	0.370451	0.325680	0.251825	0.029925	0.007058	-0.559499	0.828260
 1687525887.679707	1687525887.622570	9.745932	-28.327181	-1.058816	0.297775	0.297890	0.245336	-0.019398	-0.030629	1.142040	0.411985	0.328076	0.252869	0.018125	-0.000118	-0.540527	0.841132
 1687525887.985371	1687525887.924293	9.738803	-28.368451	-1.048297	0.240289	0.240431	0.215049	-0.033732	-0.036947	1.095357	0.259099	0.258077	0.221259	0.024549	0.004779	-0.520810	0.853306
 1687525888.391982	1687525888.328709	9.758102	-28.402762	-1.047013	0.295621	0.295777	0.244117	-0.016312	-0.039546	1.101921	0.341801	0.310213	0.251629	0.021114	-0.003403	-0.523523	0.851743
 1687525888.695828	1687525888.631037	9.780259	-28.426656	-1.048426	0.241424	0.241618	0.215635	-0.036275	-0.024498	1.085621	0.252356	0.277075	0.221748	0.019854	0.009202	-0.516611	0.855941
 1687525889.100920	1687525889.036262	9.775906	-28.462971	-1.036882	0.294488	0.294375	0.243705	-0.061572	-0.038790	1.012065	0.342519	0.279724	0.250901	0.031872	0.017523	-0.484912	0.873806
 1687525889.504305	1687525889.441037	9.793895	-28.489948	-1.048530	0.294035	0.294000	0.243908	-0.028770	-0.043271	1.026430	0.486471	0.337854	0.251325	0.025906	0.001908	-0.491086	0.870724
 1687525889.810318	1687525889.743760	9.817298	-28.522118	-1.053503	0.240302	0.240319	0.215030	-0.031815	-0.040924	1.014463	0.282590	0.290387	0.221146	0.025607	0.003964	-0.485881	0.873641
 1687525890.214096	1687525890.164033	9.832195	-28.568089	-1.046426	0.295072	0.295077	0.243823	-0.063848	-0.031142	0.980102	0.332587	0.327086	0.251125	0.028752	0.020834	-0.470813	0.881518
 1687525890.518221	1687525890.468750	9.850545	-28.611545	-1.046224	0.237201	0.237070	0.213007	-0.048345	-0.031162	0.982180	0.416287	0.273226	0.219097	0.025132	0.013966	-0.471724	0.881277
